Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H20S1V001,H20S1V002,H20S1V003,H20S1V004,H20S1V005,H20S1V006,H20S1V007,H20S1V008,H20S1V009,H20S1V010,H20S1V011,H20S1V012,H20S1V013,H20S1V014,H20S1V015,H20S1V016,H20S1V017,H20S1V018,H20S1V019,H20S1V020,H20S1V021,H20S1V022,H20S2V001,H20S2V002,H20S2V003,H20S2V004,H20S2V005,H20S2V006,H20S2V007,H20S2V008,H20S2V009,H20S2V010,H20S2V011,H20S2V012,H20S2V013,H20S2V014,H20S2V015,H20S2V016,H20S2V017,H20S2V018,H20S2V019,H20S2V020,H20S2V021,H20S2V022,H20S2V023,H20S2V024,H20S2V025,H20S2V026,H20S2V027,H20S2V028,H20S2V029,H20S2V030,H20S3V001,H20S3V002,H20S3V003,H20S3V004,H20S3V005,H20S3V006,H20S3V007,H20S3V008,H20S3V009,H20S3V010,H20S3V011,H20S3V012,H20S3V013,H20S3V014,H20S3V015,H20S3V016,H20S3V017,H20S3V018,H20S3V019,H20S3V020,H20S3V021,H20S3V022,H20S3V023,H20S3V024,H20S3V025,H20S3V026,H20S3V027,H20S3V028,H20S3V029,H20S3V030,H20S3V031,H20S4V001,H20S4V002,H20S4V003,H20S4V004,H20S4V005,H20S4V006,H20S4V007,H20S4V008,H20S4V009,H20S4V010,H20S4V011,H20S4V012,H20S4V013,H20S4V014,H20S4V015,H20S4V016,H20S4V017,H20S4V018,H20S4V019,H20S4V020,H20S4V021,H20S4V022,H20S4V023,H20S4V024,H20S4V025,H20S4V026,H20S4V027,H20S4V028,H20S4V029,H20S4V030,H20S4V031,H20S4V032,H20S4V033,H20S4V034,H20S4V035,H20S4V036,H20S4V037,H20S4V038,H20S4V039,H20S4V040,H20S4V041,H20S4V042,H20S4V043,H20S5V001,H20S5V002,H20S5V003,H20S5V004,H20S5V005,H20S5V006,H20S5V007,H20S5V008,H20S5V009,H20S5V010,H20S5V011,H20S5V012,H20S5V013,H20S5V014,H20S5V015,H20S5V016,H20S5V017,H20S5V018,H20S5V019,H20S5V020,H20S5V021,H20S5V022,H20S5V023,H20S5V024,H20S5V025,H20S5V026
551,PONTIAC,Quebec,1867 - 1947,20,1945.06.11-1946.05.02,886,40465bb5-88ee-403b-890e-ea364271fff5,"MCDONALD, Wallace Reginald",13325,0.4138,Liberal Party of Canada,Merchant,,0,3,,,,,,,,,,Died in office: 1946.05.02,,,2,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,9,9,1,2,1,1,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
698,ST. BONIFACE,Manitoba,1924 - 1947,20,1945.06.11,895,40fe3484-0ff1-459e-be16-8caaedc3b0e8,"VIAU, Fernand",6055,0.3697,Liberal Party of Canada,Military,,1,1,,,,,,,,,,,,,2,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,2,1,1,9,1,1,9,2,2,1,2,2,9,9,2,2,2,1,1,1,1,2,9,1,1,9,9,1,2,2,2,2,2,1,1,1,2,9,9,1,1,2,1,1,1,1,2,2,1,9,2,1,1,2,9,2,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,9,2,2,2,1,9,1,1,9,2,2,1,9,9,9,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1
533,PARKDALE,Ontario,1914 - 1976,20,1946.10.21,896,4141b2cf-5543-475e-bc26-984e262e2014,"TIMMINS, Harold",8212,0.3527,Progressive Conservative Party,"Lawyer, lecturer",,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,9,1,1,2,2,2,9,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,9,9,9,9,9,9,2,2,9,9,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,9,9,2,1,2,2,2,2,2,2,2,2,9,2,2,9,9,9,9,9
51,BONAVENTURE,Quebec,1867 - 1971,20,1945.06.11,897,414611c5-593a-4084-9c41-ea6d6a98f438,"ARSENAULT, Bona",7885,0.5075,Independent,"Author, business manager, editor, insurance agent, insurance broker, journalist, public relations officer",,1,1,,,,,,,,,,,,,2,2,2,2,9,9,2,2,9,9,1,2,2,1,2,2,9,9,9,9,1,9,2,2,2,2,2,1,1,2,9,9,2,2,2,1,2,2,2,1,2,9,9,9,9,9,1,9,9,1,1,2,9,9,9,9,2,2,2,1,1,1,2,1,9,1,1,9,1,1,1,9,2,2,1,9,9,1,1,9,1,2,9,1,2,9,9,1,1,1,1,9,9,9,2,1,2,1,9,2,1,9,9,9,2,1,2,2,1,2,2,2,2,1,1,9,9,2,2,2,1,9,9,1,9,9,9,9,9,9,1,9,2,2,2,2,1,1,9,1,1,1,1,1,9,1,2,2,1,1,9,1
631,ST. ANTOINE--WESTMOUNT,Quebec,1933 - 1947,20,1945.06.11,898,4147128e-2ec6-4295-95ae-389b95cc3ca4,"ABBOTT, Hon. Douglas Charles",13648,0.4639,Liberal Party of Canada,Lawyer,,0,2,,1,,,,,,,,,,,2,2,9,9,1,1,2,2,9,9,9,2,2,1,9,9,1,9,9,9,1,1,2,2,2,2,1,1,9,9,1,1,2,9,9,1,2,2,9,9,2,2,2,1,9,1,9,9,9,1,1,2,9,1,2,9,2,2,2,1,1,1,9,1,9,1,1,2,1,1,1,1,2,2,1,9,2,1,9,9,9,2,2,1,2,9,1,1,1,1,9,2,1,2,2,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,1,1,1,2,2,2,1,9,1,1,9,9,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1
252,GREY NORTH,Ontario,1867 - 1966,20,1945.06.11,917,42cae8e1-1d66-4016-9ccb-ff8d59e5e764,"CASE, Wilfrid Garfield",9204,0.5066,Progressive Conservative Party,"Farmer, insurance broker",,0,2,,,,,,,,,,,,,2,1,1,1,1,1,1,1,9,9,9,1,1,9,2,1,2,9,9,9,1,1,2,1,1,1,2,2,2,1,1,2,1,9,9,9,9,1,9,9,1,2,1,2,9,9,9,2,9,1,1,9,2,9,2,2,2,1,1,1,2,1,1,1,9,1,9,9,1,2,9,9,1,1,2,9,2,2,9,9,2,9,1,2,2,9,2,2,2,9,9,1,2,1,2,2,1,1,2,1,2,2,2,1,1,9,1,1,2,2,1,9,9,9,1,9,2,2,2,1,9,9,1,2,1,9,2,2,2,1,2,2,1,2,9,9,9,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1
550,PICTOU,Nova Scotia,1867 - 1966,20,1945.06.11,920,4312a6c5-011e-4198-9408-038d3fc3eb0a,"MCCULLOCH, Henry Byron",9774,0.4424,Liberal Party of Canada,Merchant,,0,3,,,,,,,,,,,,,2,2,9,9,9,9,2,2,1,1,1,2,2,1,2,2,1,1,9,2,1,9,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,9,2,1,2,2,2,1,1,1,1,9,9,9,9,2,1,1,9,2,2,2,2,1,1,1,2,1,1,1,1,2,9,1,1,1,2,2,1,9,2,1,1,2,1,2,9,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,9,1,9,9,9,2,2,2,2,1,1,1,2,2,2,2,1,9,1,1,1,9,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,9
198,EDMONTON EAST,Alberta,1914 - 2000,20,1945.06.11,947,448d6fbb-1ae8-4190-ab48-92c3399dcfc7,"ASHBY, Patrick H.",8214,0.3326,Social Credit,"Farmer, rancher",,0,1,,,,,,,,,England,,,,2,9,1,1,9,9,1,1,9,2,9,2,9,1,9,9,2,9,9,9,2,9,2,2,1,9,9,9,2,9,9,9,9,9,9,2,9,9,9,9,1,9,1,2,2,1,9,2,9,9,9,9,1,2,2,2,1,2,1,9,9,2,9,1,2,1,9,9,9,2,9,9,9,9,9,2,1,2,1,1,9,9,9,2,2,9,2,2,9,2,9,1,2,9,2,2,1,2,2,1,2,9,2,1,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,1,1,2,1,1,9,9,9,9,2,2,1,1,9,9,9,2,1,1,1,9,1,1,9,9,9,2,9,1,2,9
584,QUEBEC WEST AND SOUTH,Quebec,1933 - 1947,20,1945.06.11,948,449e1e87-7c70-4086-bf84-ce748397efe9,"PARENT, Charles",10541,0.5253,Independent Liberal,Lawyer,,1,3,,,,,,,,,,,,,2,2,2,2,2,9,9,9,9,9,1,2,2,1,2,2,9,9,9,9,1,9,2,2,2,2,2,1,1,2,1,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,2,2,2,2,9,9,9,9,9,9,9,9,1,2,1,1,9,9,2,2,1,9,9,1,1,9,1,9,2,1,9,9,9,1,1,1,1,2,1,2,2,1,9,9,1,2,1,2,9,9,2,1,2,2,1,2,2,2,2,9,1,1,1,2,2,2,9,2,1,1,2,1,9,1,2,2,1,2,2,2,9,9,9,2,1,1,1,1,1,9,1,1,9,2,1,1,2,1
498,NORTHUMBERLAND,Ontario,1914 - 1966,20,1945.06.11,978,46e97072-5f65-4f4d-8019-7082b492cd2c,"DROPE, Robert Earle",7996,0.5082,Progressive Conservative Party,"Farmer, manager",,0,1,,,,,,,,,,,,,2,1,9,9,9,1,1,1,9,9,2,1,1,1,9,9,9,9,9,9,9,1,2,1,2,1,2,2,2,1,1,2,1,9,9,2,1,1,1,2,1,9,9,9,2,9,9,9,9,9,9,1,9,9,9,9,2,1,1,1,2,9,1,9,2,9,1,2,1,2,2,9,1,1,2,9,2,9,2,9,2,1,9,9,9,1,9,2,2,2,2,1,2,1,2,2,1,2,9,1,2,9,9,9,9,2,9,9,9,9,1,1,1,9,9,9,2,2,2,1,9,2,1,9,9,9,2,2,2,1,2,2,1,9,2,1,2,9,2,2,2,2,2,9,9,2,2,2,2,2,9,9
579,QUEBEC--MONTMORENCY,Quebec,1924 - 1966,20,1945.06.11,987,47a6a353-0ea9-42e7-b5de-7445d28f3586,"LACROIX, Wilfrid",11561,0.5158,Independent Liberal,Architect,,1,3,,,,,,,,,,,,,2,2,2,2,9,1,2,2,1,1,1,2,2,1,9,2,9,2,1,2,1,1,9,9,9,2,2,1,1,9,2,1,2,9,9,9,2,9,9,9,2,9,9,9,9,2,9,9,1,9,9,9,9,1,2,2,2,2,2,1,1,1,2,2,1,1,2,9,2,9,9,9,2,2,1,9,2,9,1,9,1,2,9,1,9,1,9,9,9,1,1,9,9,2,2,9,2,1,1,9,1,9,9,9,2,1,9,9,9,9,2,2,9,2,1,1,1,2,9,9,9,9,9,9,9,9,1,1,1,9,2,9,2,2,9,2,1,9,1,1,1,9,1,9,9,9,2,1,1,1,2,9
814,WETASKIWIN,Alberta,1924 - ,20,1945.06.11-1949.01.31,998,48d49149-6bb2-49b5-8887-10fb59f903b5,"JAQUES, Norman",7255,0.398,Social Credit,Farmer,,0,3,,,,,,,,,England,Died in office: 1949.01.31,,,2,9,1,1,9,2,1,1,2,9,2,9,9,2,2,2,2,1,2,9,2,2,2,9,1,9,9,9,9,1,1,9,1,9,9,2,9,1,1,9,1,1,1,2,9,9,2,9,1,9,9,1,1,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,1,9,9,1,9,9,1,9,2,1,2,2,9,9,9,9,9,9,9,2,1,2,2,2,2,2,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
153,COLCHESTER--HANTS,Nova Scotia,1933 - 1966,20,1945.06.11,1000,48e8779e-92d9-4a3f-9643-cc4aa0d25b93,"STANFIELD, Frank T.",11141,0.4559,Progressive Conservative Party,Industrialist,,0,1,,,,,,,,,,,,,2,9,9,9,9,9,1,1,2,1,2,9,1,9,9,9,2,9,1,9,9,1,2,9,2,1,2,2,2,1,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,1,9,2,9,9,9,9,9,2,9,2,2,1,1,2,9,9,9,9,9,9,1,9,9,2,2,9,9,9,9,9,9,9,2,9,9,9,9,2,2,9,9,2,2,2,2,9,9,9,2,2,1,1,9,9,9,2,9,9,9,9,9,9,9,9,1,1,1,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,1,2,2,1,2,1,2,2,2,2,9,9,9,9,9,9,2,2,2,1
793,WELLAND,Ontario,1867 - 1987,20,1945.06.11,1004,48fe0415-1454-43d8-a242-1562dedacc97,"MITCHELL, Hon. Humphrey",19522,0.4358,Liberal Party of Canada,"Machine operator, union officer",,0,3,,1,,,,,,,England,,,,2,2,2,2,9,9,2,9,9,9,1,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,9,2,2,2,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,9,1,2,2,1,9,9,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,9,1,9,9,9,9,2,1,1,2,1,1,1,9,9,1,1,2,2,2,9,9,2,1,1,1,1,1,1,9,1,1,9,1,1,2,1
576,QU'APPELLE,Saskatchewan,1905 - 1966,20,1945.06.11,1007,493e2ae3-dd67-4336-b8a7-b20a2866e774,"STRUM, Gladys",6146,0.374,Co-operative Commonwealth Federation,"Homemaker, teacher",,0,1,,,,,,,,,,,,,1,2,1,1,1,1,1,9,9,9,9,1,9,1,1,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,9,9,1,2,2,2,1,1,1,9,9,9,1,9,9,9,9,9,9,9,2,9,1,2,1,1,1,2,2,1,9,1,2,1,1,1,1,9,9,9,9,1,1,9,9,1,1,2,1,9,1,1,2,2,2,2,2,2,1,2,1,1,2,1,9,2,9,1,1,1,2,1,1,1,1,2,9,1,1,1,9,2,9,1,1,1,1,9,1,9,9,9,9,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,9,1,9,2,1,1,1,1,1,9
718,SWIFT CURRENT,Saskatchewan,1914 - 1953,20,1945.06.11,1010,4983dfa5-ae0c-4441-a68b-5fa6c9bd729f,"BENTLEY, Thomas J.",7813,0.473,Co-operative Commonwealth Federation,"Agrologist, farmer, organizer",,0,1,,,,,,,,,,,,,1,2,1,1,9,9,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,9,9,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,2,9,1,1,2,2,1,1,1,2,1,1,1,1,1,9,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,9,9,9,9,9,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,9,9,9
201,EDMONTON WEST,Alberta,1914 - 1987,20,1945.06.11,1013,499ad66a-6186-4cf9-a2a7-25f82fb620de,"MACKINNON, Hon. James A.",8562,0.3323,Liberal Party of Canada,"Manager, teacher",,0,3,,1,,,,,,,,,,,2,2,2,2,1,1,9,2,9,9,9,2,2,1,9,9,9,9,1,2,1,1,2,2,2,2,1,1,9,2,1,1,2,2,2,1,9,9,9,9,2,2,2,1,1,9,1,9,2,1,9,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,9,2,2,1,9,9,9,1,9,1,2,2,1,2,1,1,9,9,1,1,2,1,2,9,9,9,9,1,2,1,2,9,9,9,1,9,9,9,2,9,9,9,1,9,9,9,9,2,9,9,2,1,1,9,9,1,1,2,2,1,1,2,2,2,2,1,2,9,9,9,1,1,9,9,1,9,9,9,1,2,1
187,DURHAM,Ontario,1903 - 1966,20,1945.06.11,1017,4a10db94-8a34-4c8f-8b21-9e46e8b34f05,"STEPHENSON, Charles Elwood",6479,0.4832,Progressive Conservative Party,"Farmer, merchant, store owner",,0,1,,,,,,,,,,,,,2,1,1,1,1,1,1,1,2,9,9,9,9,9,2,1,2,9,1,1,1,1,2,1,9,1,2,2,2,1,9,2,1,9,9,2,1,1,9,9,1,2,1,2,2,9,9,9,1,1,1,1,2,9,2,2,9,9,9,9,2,2,1,9,2,9,1,9,2,9,2,9,1,1,2,9,2,9,2,9,2,9,9,2,9,1,9,9,2,2,2,1,2,1,2,2,1,1,2,1,9,9,9,9,1,2,1,1,2,2,1,1,1,9,1,2,2,9,9,9,2,9,1,9,9,9,2,2,2,1,2,2,1,2,2,1,2,9,9,2,2,2,2,9,1,2,2,2,2,2,9,1
833,YALE,British Columbia,1914 - 1952,20,1945.06.11-1947.10.04,1025,4aa810f9-1c2b-42a6-95c4-d4e382d264a1,"STIRLING, Hon. Grote",9625,0.3921,Progressive Conservative Party,"Civil engineer, fruit grower",,0,7,,,,,,,,,England,Resignation: 1947.10.04,,,9,9,9,9,9,9,1,9,9,9,2,1,1,1,2,1,2,9,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,1,9,1,2,1,2,2,9,2,9,1,2,9,1,9,2,1,2,2,1,1,1,2,2,1,9,9,9,9,9,2,2,2,9,9,9,9,2,2,2,2,9,2,1,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
590,QUEENS--LUNENBURG,Nova Scotia,1924 - 1947,20,1945.06.11,1043,4cd65efc-8d41-4369-bfc6-0f5452b5f5fd,"WINTERS, Robert Henry",9693,0.4958,Liberal Party of Canada,Engineer,,0,1,,1,1,,,,,,,,,,2,2,2,2,2,1,2,2,1,9,1,2,2,9,2,2,1,1,9,2,9,1,2,2,2,2,1,1,1,2,9,1,2,2,2,1,2,2,2,1,2,2,9,9,9,1,1,2,2,1,1,2,1,9,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,9,1,1,1,1,9,9,2,2,1,2,1,1,2,1,2,9,9,2,1,9,9,9,2,2,9,2,9,9,1,1,2,2,2,1,2,1,1,2,1,1,1,9,9,9,2,9,9,2,2,1,2,1,1,1,1,1,1,9,1,1,2,1,9,9,9
623,ROSTHERN,Saskatchewan,1933 - 1966,20,1945.06.11-1948.06.07,1053,4d785391-75cd-4998-a9da-636344a54e3d,"TUCKER, Walter Adam",6898,0.5047,Liberal Party of Canada,"Barrister, lawyer",,0,3,,,1,,,,,,,Resignation. Enters provincial politics in Saskatchewan: 1948.06.07,,,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,9,1,2,1,1,2,2,2,2,1,1,1,2,9,1,2,2,2,1,9,9,2,1,9,9,2,1,1,1,9,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,9,9,9,1,1,2,2,1,9,9,9,9,9,9,9,2,1,2,1,1,9,1,1,1,2,9,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
170,DAVENPORT,Ontario,1933 - ,20,1945.06.11,1070,4ec07e21-5e6c-41f8-9fa6-c6cbf37549e8,"MACNICOL, John R.",13110,0.4864,Progressive Conservative Party,"Gentleman, manufacturer, teacher",,0,4,,,,,,,,,,,,,2,1,1,1,1,1,1,1,2,9,2,1,1,1,9,9,9,1,1,1,1,1,2,1,2,1,2,2,2,9,1,2,1,2,9,2,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,9,9,1,2,9,9,9,1,1,1,1,9,1,2,2,2,2,1,2,1,1,2,9,9,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1
724,THE BATTLEFORDS,Saskatchewan,1933 - 1966,20,1945.06.11,1100,51425031-1eb0-45af-b914-4a4550526acd,"CAMPBELL, Max",7579,0.4439,Co-operative Commonwealth Federation,"Contractor, farmer, manager",,0,1,,,,,,,,,,,,,1,2,1,1,1,1,1,1,2,9,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,9,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,9,9,9,1,1,1,1,2,2,2,1,1,1,1,1,9,9,9,9,9,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,9,1,1,2,2,1,1,1,1,1
10,ALGOMA EAST,Ontario,1903 - 1966,20,1948.10.25,1107,51c861ef-0f17-4a79-8d9b-0854fb3ef33f,"PEARSON, Hon. Lester B.",4685,0.5643,Liberal Party of Canada,"Author, diplomat, professor, senior public servant",,0,1,,1,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,2,2,9,2,9,9,2,2,1,2,1,1,1,1,9,1,1,1,1,9,9,9,9,9
325,KENORA--RAINY RIVER,Ontario,1924 - 2003,20,1945.06.11,1112,52856d3c-42ed-4a84-9d56-17dfff0a98d5,"BENIDICKSON, William Moore",7309,0.4052,Liberal Party of Canada,Barrister,,0,1,,,,,,,,,,,,,2,2,2,2,9,1,2,2,1,1,1,2,2,1,2,2,1,9,9,9,1,1,2,2,2,9,9,9,9,2,1,1,9,9,9,1,9,2,2,1,2,2,2,1,9,9,1,9,9,9,9,9,1,1,2,2,2,2,2,1,9,1,2,1,1,1,1,2,1,1,1,9,2,2,1,2,2,1,1,9,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,9,9,9,1,2,1,1,1,1,2,1,2,2,1,9,2,2,2,9,1,1,1,9,9,9,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,1,9,1,1,1,1,9,1,1,9,1
1238,CALGARY EAST,Alberta,1924 - 1952,20,1945.06.11,1145,546df72b-fbe3-4980-ad0f-abc7a4ceed2a,"HARKNESS, Douglas Scott",7799,0.3152,Progressive Conservative Party,"Farmer, teacher",,0,1,,,,,,,,,,,,,2,1,1,1,1,9,1,1,2,9,2,1,1,1,2,1,2,9,1,1,1,9,2,1,2,1,2,2,2,9,1,9,1,2,9,2,1,1,1,9,1,2,1,2,2,9,2,2,9,1,1,9,2,2,1,2,2,1,1,1,2,2,1,1,2,9,1,9,9,2,2,2,1,1,2,2,9,2,2,1,2,9,1,2,9,1,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,9,9,9,9,9,2,1,1,1,1,1,2,2,2,2,1,2,1,1,2,9,9,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1
562,PORTNEUF,Quebec,1867 - 2004,20,1945.06.11,1157,54fab234-c4ce-4c68-9f8a-710b182cb06f,"GAUTHIER, Pierre",8994,0.5257,Liberal Party of Canada,Physician,,1,3,,,,,,,,,,,,,2,2,2,2,9,1,2,2,1,9,1,2,2,1,2,2,1,2,9,9,1,1,2,2,2,2,2,1,1,2,1,1,9,2,2,1,2,2,2,1,2,9,2,1,1,2,1,9,9,1,1,2,9,9,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,9,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,1,9,9,2,2,1,1,2,2,2,2,1,9,1,1,1,1,1,1,1,1,2,9,1,1,2,1
263,HALIFAX,Nova Scotia,1867 - ,20,1945.06.11-1946.11.19,1210,58a4a9e8-42c9-4fe6-b9ae-c18e764d9a45,"MACDONALD, William Chisholm",23616,0.2249,Liberal Party of Canada,Barrister,,0,2,,,1,,,,,,,Died in office: 1946.11.19,,,2,2,2,2,2,9,2,2,1,1,1,2,2,1,9,9,1,9,1,2,1,1,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,2,2,1,1,2,99,99,99,99,99,9999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
203,EGLINTON,Ontario,1933 - 1976,20,1945.06.11,1246,5b04fb13-968f-4dac-80f6-3b569378e120,"FLEMING, Donald Methuen",21476,0.5336,Progressive Conservative Party,Barrister,,0,1,,,,,,,,,,,,,2,1,1,1,1,1,1,1,2,9,2,1,1,1,2,1,9,9,9,1,1,1,2,1,2,9,9,9,2,9,1,9,1,9,9,2,1,1,1,2,1,2,1,2,2,1,2,9,1,2,1,9,2,9,9,9,2,1,1,1,2,2,1,9,9,1,1,2,2,2,2,9,1,1,2,2,9,2,2,1,2,1,1,2,9,1,2,2,9,2,2,1,2,1,2,2,1,2,2,1,2,9,2,1,1,9,9,9,9,2,9,9,9,1,9,9,9,2,2,1,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,9,2,9,1,2,2,2,2,2,2,1
