Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H10S1V001,H10S1V002,H10S1V003,H10S1V004,H10S1V005,H10S1V006,H10S1V007,H10S1V008,H10S1V009,H10S1V010,H10S1V011,H10S1V012,H10S1V013,H10S1V014,H10S1V015,H10S1V016,H10S1V017,H10S1V018,H10S1V019,H10S1V020,H10S2V001,H10S2V002,H10S2V003,H10S2V004,H10S2V005,H10S2V006,H10S2V007,H10S2V008,H10S2V009,H10S2V010,H10S2V011,H10S2V012,H10S2V013,H10S2V014,H10S2V015,H10S2V016,H10S2V017,H10S2V018,H10S2V019,H10S2V020,H10S2V021,H10S2V022,H10S2V023,H10S2V024,H10S2V025,H10S3V001,H10S3V002,H10S3V003,H10S3V004,H10S3V005,H10S3V006,H10S3V007,H10S3V008,H10S3V009,H10S3V010,H10S3V011,H10S3V012,H10S3V013,H10S3V014,H10S3V015,H10S3V016,H10S3V017,H10S3V018,H10S3V019,H10S3V020,H10S3V021,H10S3V022,H10S3V023,H10S3V024,H10S3V025,H10S3V026,H10S3V027,H10S3V028,H10S3V029,H10S3V030,H10S3V031,H10S3V032,H10S4V001,H10S4V002,H10S4V003,H10S4V004,H10S4V005,H10S4V006,H10S4V007,H10S4V008,H10S4V009,H10S4V010,H10S4V011,H10S4V012,H10S4V013,H10S4V014,H10S4V015,H10S4V016,H10S4V017,H10S4V018,H10S4V019,H10S4V020,H10S4V021,H10S4V022,H10S4V023,H10S4V024,H10S4V025,H10S4V026,H10S4V027,H10S4V028,H10S4V029,H10S4V030,H10S4V031,H10S4V032,H10S4V033,H10S4V034,H10S4V035,H10S4V036,H10S4V037,H10S4V038
841,YORK CENTRE,Ontario,1903 - 1914,10,1907.12.23,2264,a2788ed8-03df-4a61-b331-3be87c1ed22f,"MCLEAN, P.D.",2282,0.5029,Liberal Party of Canada,"Physician, teacher",Unknown,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,9,9,2,2,9,1,1,1,1,1,2,9,2,2,1,1,9,2,2,9,2,2,2,9,2,2,9,2,2,9,1,2,2,2
820,WINNIPEG,Manitoba,1882 - 1914,10,1904.11.03,2281,a3fe6ef9-fe78-444c-b7cc-4961c326529d,"BOLE, D.W.",4308,0.4474,Liberal Party of Canada,"Newspaper editor, pharmacist",Protestant,0,1,,,,,,,,,,,,,1,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,9,9,2,1,1,9,9,9,2,2,2,2,9,2,2,9,2,2,2,9,9,2,1,9,2,1,1,9,2,9,9,9,9,9,9,9,9,9,9,9,2,2,2,1,9,9,9,2,9,2,1,2,9,2,2,9,9,9,2,2,9,9,9,9,1,9,9,2,9,2,1,1,9,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9
742,TORONTO SOUTH,Ontario,1903 - 1933,10,1904.11.03,2291,a4788f5f-f4d0-4d29-8db9-5402c82499e1,"MACDONNELL, A.C.",3501,0.531,Conservative (1867-1942),Lawyer,Catholic,0,1,,,,,,,,,,,,,9,9,9,1,9,9,1,2,9,2,2,2,1,2,2,1,9,1,9,9,1,9,1,1,9,2,1,9,9,9,1,9,9,1,9,2,9,1,2,9,2,9,9,9,2,9,9,9,1,1,9,9,1,1,9,9,9,9,9,9,9,1,1,1,2,9,1,9,2,1,9,9,9,1,1,2,1,1,1,1,1,1,1,1,1,1,2,9,9,1,9,1,1,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
12,ANNAPOLIS,Nova Scotia,1867 - 1914,10,1904.11.03,2299,a4d4148a-03d7-4f5a-a688-cca947fc6411,"PICKUP, Samuel W.W.",2013,0.5288,Liberal Party of Canada,"Farmer, merchant, shipbuilder, shipowner",Protestant,0,1,,,,,,,,,,,,,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,1,2,2,2,1,1,2,9,9,9,9,9,2,2,9,9,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,9,2,2,2,2,2,2,2,1,9,9,9,9,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,9,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
458,MONTMORENCY,Quebec,1867 - 1914,10,1904.11.03,2320,a616913c-8355-462b-913e-e3acbfdb8a99,"PARENT, George",1292,0.5552,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,9,9,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,1,2,2,9,9,9,2,9,1,2,2,2,2,2,9,9,1,2,2,2,1,1,9,9,2,2,1,1,9,2,9,9,9,2,2,2,9,2,2,2,1,2,2,2,9,2,9,9,2,2,9,9,9,9,2,9,2,9,9,2,2,2,1,9,9,1,1,2,2,9,2,1,1,2,2,2,9,2,9,2,2,2,9,2,2,9,9,9,2,2,2
407,LOTBINIERE,Quebec,1867 - 2000,10,1904.11.03,2334,a6fc2912-863a-4f22-b4cf-427563609051,"FORTIER, Edmond",1670,0.6764,Liberal Party of Canada,Teacher,Fr.Catholic,1,3,,,,,,,,,,,,,9,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,9,2,1,2,2,9,9,1,2,9,9,2,2,2,2,2,2,2,1,2,2,2,9,1,9,1,2,9,1,1,2,2,9,9,9,9,9,9,2,2,2,2,9,9,9,2,1,2,2,2,2,2,9,1,2,2,2,2,2,2,9,2,2,2,1,1,1,1,1,2,9,1,2,1,1,2,2,2,2,9,2,2,9,2,9,2,2,2,2,1,2,2,9
797,WELLINGTON SOUTH,Ontario,1867 - 1966,10,1904.11.03,2354,a8b2b613-dd5c-4a22-8f22-c0e4f180c7b6,"GUTHRIE, Hugh",3694,0.527,Liberal Party of Canada,Lawyer,Protestant,0,2,,,,,,,,,,,,,9,2,9,2,9,2,2,2,2,2,2,2,2,2,9,2,2,2,9,9,9,9,9,9,9,2,9,2,1,1,2,2,1,2,9,9,2,2,9,9,2,2,2,2,1,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,2,9,9,9,9,9,2,2,2,2,1,9,9,1,9,2,2,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
500,NORTHUMBERLAND EAST,Ontario,1867 - 1914,10,1904.11.03-1907.03.08,2355,a8b48423-a177-428b-932c-de0c479bc9de,"COCHRANE, Edward",2402,0.5224,Conservative (1867-1942),Farmer,Protestant,0,6,,,,,,,,,,Died in office: 1907.03.08,,,2,1,9,1,9,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,9,1,1,2,2,1,1,9,2,1,1,2,1,1,1,1,1,2,1,2,2,2,1,2,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
655,ST. MARY,Quebec,1892 - 1947,10,1904.11.03-1906.07.25 ,2371,a9776a83-a606-494a-8042-8436cc78f5cd,"PICHE, C.",3131,0.5908,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,Resignation. Appointed Magistrate and Judge of Special Sessions of the Peace: 1906.07.25 ,,,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,9,2,2,1,2,2,9,9,1,2,9,9,2,2,9,2,9,9,9,9,2,2,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
186,DUNDAS,Ontario,1867 - 1924,10,1904.11.03,2373,a9a07775-2146-42b3-aa62-6541588c9dd9,"BRODER, Andrew",2366,0.5488,Conservative (1867-1942),"Farmer, merchant",Protestant,0,3,,,,,,,,,,,,,2,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,2,2,1,1,1,2,1,9,9,1,1,1,1,9,9,9,9,9,9,9,9,2,2,2,1,1,2,2,1,9,9,9,9,9,9,9,1,1,1,1,2,1,1,1,1,9,9,9,1,1,9,2,1,1,1,9,1,9,1,1,1,1,9,9,9,1,9,1,1,2,1,2,2,1,1,1,9,1,1,9,9,9,9,9,1,9,1,2,1,1,1
298,HUNTINGDON,Quebec,1867 - 1914,10,1904.11.03,2375,a9b6fd8c-be57-4a45-87ac-47861ea9448c,"WALSH, Robt. Nelson",1274,0.5297,Conservative (1867-1942),Veterinary surgeon,Protestant,0,1,,,,,,,,,,,,,2,1,1,1,9,1,1,2,1,2,2,2,1,2,9,1,1,1,1,1,1,1,1,9,2,1,1,9,9,2,1,9,2,1,1,1,9,1,9,9,2,2,1,1,2,2,1,9,9,1,2,2,1,1,9,9,9,9,9,9,1,1,1,1,2,1,1,1,2,1,2,9,9,9,9,1,1,1,1,9,9,9,1,1,9,1,2,9,9,9,9,1,1,2,9,9,9,1,1,1,9,1,1,1,1,9,9,9,1,1,1,2,1,1,1
706,STORMONT,Ontario,1903 - 1914,10,1904.11.03,2433,ae857af8-8d19-4f6d-8e3c-ac71e3e1703f,"PRINGLE, Robert A.",2700,0.5105,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,,,,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,1,2,2,9,9,9,2,1,1,9,9,9,9,9,9,2,2,2,2,9,1,9,2,9,2,1,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,2,1,9,9,9,9,1,1,1,9,9,9,2,1,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,1,1
647,ST. LAWRENCE,Quebec,1892 - 1914,10,1904.11.03,2437,aed4afa9-170f-440a-beaa-a13c1ef3b1b6,"BICKERDIKE, R.",3282,0.555,Liberal Party of Canada,Businessman,Protestant,0,2,,,,,,,,,,,,,9,9,2,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,2,2,9,9,2,9,9,1,9,9,9,2,2,9,9,9,2,2,1,9,9,9,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,9,2,2,9,9,9,9,2,9,9,9,9,9,2,9,9,9,9,2,2,9,9,9,9,9,9,2,2,2,2,1,1,2,9,9,9,2,9,2,2,9,9,9,9,9,9,9,9,9,9
599,RENFREW NORTH,Ontario,1867 - 1972,10,1906.10.09,2439,af025269-a729-423f-9f43-6c05bf11a767,"WHITE, G.V.",2167,0.6077,Conservative (1867-1942),Mining engineer,Protestant,0,1,,,,,,,,,,Elected at a by-election following the death of his father.,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,2,1,1,2,2,1,1,9,9,9,9,9,1,1,1,1,1,2,1,1,9,9,9,9,1,1,1,1,2,1,1,1,9,1,1,9,1,1,1,2,9,1,1,1,1,9,2,1,2,2,1,9,9,9,1,9,1,1,1,9,9,1,1,1,2,1,1,1
613,RICHMOND--WOLFE,Quebec,1867 - 1966,10,1904.11.03,2446,af70e3dd-d0c4-4f3a-bb49-71bab5656aea,"TOBIN, Edmund William",3689,0.5945,Liberal Party of Canada,"Lumber merchant, manufacturer, merchant",Catholic,0,2,,,,,,,,,,,,,9,2,2,2,9,2,9,9,9,9,2,2,2,2,2,9,9,2,9,9,2,2,2,2,1,2,2,9,9,1,2,9,1,2,9,2,2,2,2,2,1,2,2,2,9,1,2,9,2,9,1,1,2,9,9,9,9,9,9,9,9,2,2,2,9,2,2,2,1,2,9,9,2,9,9,1,2,9,2,2,9,9,2,2,9,9,9,9,9,9,9,2,2,1,9,9,9,2,2,9,9,9,2,9,9,9,9,9,9,2,2,1,2,2,2
216,ESSEX SOUTH,Ontario,1882 - 1966,10,1904.11.03,2457,b02b1df3-ac36-4951-8ffe-b33051e3f142,"CLARKE, A.H.",3193,0.5346,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,,,,1,2,1,2,1,2,2,2,2,2,9,9,9,9,9,2,2,9,2,2,9,2,2,2,9,9,9,2,1,1,2,2,9,2,2,9,2,2,2,2,1,2,2,2,9,9,2,1,2,2,9,9,2,2,9,9,9,9,9,9,2,2,2,2,1,2,2,9,9,9,2,2,9,9,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,9,9,2,2,1,1,9,9,2,9,9,9,2,2,9,2,2,9,9,2,1,2,2,2
644,ST. JOHNS--IBERVILLE,Quebec,1892 - 1933,10,1906.10.16,2497,b3353817-23f7-4cc0-9364-973411f9b454,"DEMERS, M. Joseph",accl.,,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,1,2,2,1,1,9,9,9,9,9,9,9,9,2,2,2,2,1,2,2,2,1,2,9,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,9,9,1,1,2,2,1,2,1,1,2,2,9,2,2,9,2,2,2,2,2,2,2,2,1,2,2,2
336,KING'S,Prince Edward Island,1892 - 1966,10,1904.11.03,2508,b443ed18-8c97-4f61-a408-a844789acb40,"HUGHES, James Joseph",2653,0.5054,Liberal Party of Canada,"Exporter, merchant, passenger agent",Catholic,0,2,,,,,,,,,,,,,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,9,1,2,2,2,1,1,9,2,1,9,2,2,2,2,9,9,1,9,9,9,9,1,9,2,2,2,1,1,2,2,2,9,1,2,2,2,2,2,2,2,1,2,2,9,9,2,2,2,2,2,9,1,9,2,2,2,2,9,2,2,2,2,1,1,9,9,1,2,9,1,9,9,9,9,2,2,9,9,9,9,9,2,2,2,2,9,2,1,2,2,2
352,LABELLE,Quebec,1892 - 1987,10,1907.12.23,2571,b8b69210-175c-43fe-b95a-046bc80d3523,"MAJOR, C.B.",accl.,,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,9,9,9,9,9,9,9,1,1,9,9,9,2,1,1,9,2,2,9,9,2,2,2,2,2,9,9,9,2,1,9,2,9
578,QUEBEC COUNTY,Quebec,1867 - 1924,10,1906.10.23,2587,b9d0ef31-d558-4542-aeeb-ef49e1c04b27,"ROBITAILLE, L.",2087,0.5512,Independent Liberal,Industrialist,Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,9,2,2,9,9,9,2,9,9,9,9,9,9,2,9,9,9,1,9,1,2,9,1,9,9,9,9,2,1,2,2,2,9,2,9,2,2,2,2,1,9,9,1,9,2,2,9,1,1,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1
316,JOLIETTE,Quebec,1867 - 1933,10,1904.11.03,2604,ba953d99-3d57-4558-aa0e-17e658a32d60,"DUBEAU, Joseph Ad_lard",1972,0.5295,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,9,2,9,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,9,9,2,2,2,1,2,2,2,9,1,2,1,2,2,1,1,2,2,9,9,9,9,9,9,2,2,2,2,1,2,2,2,1,2,9,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,9,1,1,1,2,2,1,2,1,1,2,2,2,9,9,2,2,2,2,9,9,2,2,2,1,2,9,2
412,MACKENZIE,Northwest Territories,1903 - 1905,10,1904.11.03,2609,badb498c-470a-4b4d-ab6c-89184fc2e86a,"CASH, E.L.",1933,0.7747,Liberal Party of Canada,Physician,Protestant,0,1,,,,,,,,,,,,,1,2,2,2,9,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,9,9,9,9,9,1,9,1,2,2,1,1,2,2,9,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,9,2,1,2,2,2,2,9,2,2,2,2,2,1,1,1,1,9,2,2,1,2,1,1,9,2,2,2,2,2,9,2,9,2,2,2,9,2,1,2,2,2
147,CITY OF ST. JOHN,New Brunswick,1867 - 1914,10,1904.11.03,2612,bb362c1f-d28f-4dc6-82d8-7d44d4d02a62,"DANIEL, John W.",4881,0.5708,Conservative (1867-1942),Physician,Protestant,0,2,,,,,,,,,,,,,2,9,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,1,9,9,1,1,1,1,2,2,9,1,1,2,1,1,2,1,1,1,1,9,9,9,9,9,9,9,9,2,2,2,1,1,9,9,1,1,9,9,2,1,1,9,9,9,9,9,9,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,9,9,9,9,1,1,1,9,1,2,2,1,1,1,9,1,9,9,9,1,1,1,1,1,1,2,1,9,1
727,THUNDER BAY AND RAINY RIVER,Ontario,1903 - 1914,10,1904.11.03,2620,bbd6758f-75bc-4e32-ac47-ed1644df018e,"CONMEE, James",2162,0.4768,Liberal Party of Canada,Contractor,Catholic,0,1,,,,,,,,,,,,,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2,2,9,2,2,9,9,9,9,9,1,2,2,2,2,2,2,9,9,2,2,2,9,9,9,9,9,2,1,1,2,2,9,9,9,9,9,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,9,9,2,2,2,2,2,9,2,1,1,9,9,9,2,9,9,2,1,1,9,9,9,9,9,2,9,9,2,2,2,2,2,2,1,2,2,9
27,ASSINIBOIA WEST,Saskatchewan,1905 - 1907,10,1906.02.06,2625,bc5b264d-4314-4d09-bb1d-6aa30c84ccce,"KNOWLES, William Erskine",accl.,,Liberal Party of Canada,"Barrister, lawyer",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,9,2,9,1,2,2,2,1,1,2,2,9,2,2,2,2,9,9,9,9,9,9,9,9,1,2,1,2,9,9,9,2,9,9,9,9,9,2,2,2,2,2,2,1,9,9,2,1,9,2,2,2,2,2,1,9,9,9,9,2,2,2,2,2,9,1,9,9,9,9,2,2,1,2,1,1,9,2,2,2,2,9,9,2,2,9,9,9,9,2,1,2,9,2
446,MISSISQUOI,Quebec,1867 - 1924,10,1904.11.03,2627,bc715bcf-f296-45d0-9001-fc06cc2c7bd3,"MEIGS, D.B.",1848,0.5188,Liberal Party of Canada,"Farmer, lumberman",Protestant,0,4,,,,,,,,,,,,,9,2,2,2,9,2,2,2,2,2,2,2,2,9,9,2,2,2,9,9,2,2,2,2,9,2,2,9,9,1,9,9,1,9,9,2,9,9,2,2,9,9,9,9,9,1,2,1,2,2,1,1,2,2,9,9,9,9,9,9,2,2,2,2,1,2,2,2,1,2,9,9,9,9,9,1,2,2,2,2,2,9,9,9,2,9,1,1,9,9,9,9,2,9,2,1,1,2,2,2,9,2,2,9,9,9,9,9,2,9,9,9,9,9,9
778,VICTORIA,Ontario,1903 - 1966,10,1904.11.03,2700,c1b69015-0348-4ed6-8d8a-3de18e5d1742,"HUGHES, Samuel",4085,0.5193,Liberal-Conservative,"Editor, teacher",Protestant,0,4,,,,,,,,,,,,,2,1,9,1,9,1,1,2,1,9,9,9,9,9,9,1,1,9,9,9,9,1,1,1,2,2,1,1,1,2,1,9,2,1,1,9,1,1,2,2,2,1,1,1,9,2,1,9,1,1,9,9,1,9,9,9,9,9,9,9,1,1,1,1,9,1,1,1,1,1,9,1,1,1,1,9,1,1,1,9,9,9,1,1,1,1,9,2,1,9,1,9,1,9,1,2,2,9,1,1,9,9,2,1,9,1,1,9,1,1,1,2,1,1,1
479,NEW WESTMINSTER,British Columbia,1872 - 1976,10,1904.11.03,2701,c1b7a3a1-7ca0-4641-ab7c-b8df752bf9b0,"KENNEDY, James Buckham",1866,0.5143,Liberal Party of Canada,Lumberman,Protestant,0,1,,,,,,,,,,,,,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,2,2,2,1,1,2,2,1,9,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,9,9,9,9,9,2,2,2,2,2,1,2,2,2,1,2,2,2,9,2,2,1,2,2,2,2,2,2,2,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,9,2,1,2,2,2
635,ST. HYACINTHE,Quebec,1867 - 1914,10,1904.11.03,2703,c1cd2cd5-6d25-4da0-9c10-9abb0e20f093,"BEAUPARLANT, Aime-Majorique",2204,0.5675,Liberal Party of Canada,"Lawyer, newspaper editor",Fr.Catholic,1,1,,,,,,,,,,,,,1,2,2,2,9,9,2,9,9,2,2,2,2,2,2,2,9,2,2,9,2,2,2,2,1,2,9,9,9,1,2,9,1,2,2,9,2,2,2,2,1,1,1,2,9,1,9,1,2,2,9,9,9,9,9,9,9,9,9,9,2,2,2,2,9,2,9,2,9,2,2,9,2,9,2,1,2,2,2,2,9,2,2,9,2,2,1,9,1,1,9,2,2,1,2,1,1,2,2,2,9,2,9,9,2,9,9,9,9,9,2,1,2,2,9
654,ST. ANNE,Quebec,1892 - 1914,10,1904.11.03,2715,c2bdccdc-4bf7-488a-a812-d0156eae2e79,"GALLERY, D.",2895,0.5721,Liberal Party of Canada,Merchant,Catholic,0,2,,,,,,,,,Ireland,,,,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
500,NORTHUMBERLAND EAST,Ontario,1867 - 1914,10,1907.10.29,2716,c2ce3e98-5bb2-46c6-9de2-3fb606e89fe4,"OWEN, C.L.",2347,0.5272,Conservative (1867-1942),Woollens manufacturer,Protestant,0,1,,,,,,,,,United States,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,1,1,1,1,1,9,2,2,9,2,2,1,1,9,1,2,2,9,9,1,9,1,1,1,1,1,9,1,1,1,9,2,1,1,1
252,GREY NORTH,Ontario,1867 - 1966,10,1904.11.03,2721,c3356fd9-d079-4db4-9232-4190d5b451cd,"TELFORD, William Pattison",2975,0.5019,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,Scotland,,,,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,9,2,9,2,2,2,2,1,2,2,2,1,1,2,1,9,2,1,1,2,9,9,9,9,9,9,9,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,2,1,1,2,2,2,9,2,2,9,9,9,2,2,2,2,2,1,2,2,2
396,LEVIS,Quebec,1867 - 1998,10,1904.11.03-1905.04.29,2734,c4302a27-b680-443d-b139-41d4cc369d10,"DEMERS, Louis-Jules",2642,0.6117,Liberal Party of Canada,Merchant,Fr.Catholic,1,3,,,,,,,,,,Died in office: 1905.04.29.,,,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
714,SUNBURY--QUEEN'S,New Brunswick,1892 - 1914,10,1904.11.03,2761,c63dd00f-8331-4a72-9650-25cda0ce07a6,"WILMOT, Robert D.",1917,0.5159,Conservative (1867-1942),Businessman,Protestant,0,4,,,,,,,,,England,,,,2,1,9,1,9,1,1,2,1,2,2,2,1,2,9,1,1,1,9,9,1,9,1,1,2,2,1,1,1,2,1,1,2,1,1,9,9,9,9,9,9,9,9,9,9,2,1,2,1,1,2,2,1,1,9,9,9,9,9,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,9,2,9,1,9,1,1,1,1,1,1,1,2,9,9,9,9,1,1,9,1,2,2,1,1,1,1,9,1,9,9,1,9,9,9,9,1,2,9,9,9
305,HURON WEST,Ontario,1882 - 1914,10,1904.11.03,2770,c69d366d-3fa2-4c8f-9137-87a4374b0a6e,"LEWIS, Edward Norman",2263,0.5128,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,1,1,2,2,9,1,9,9,1,1,2,1,1,9,9,9,9,9,9,9,9,9,2,2,9,2,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,1,1,9,9,9,1,9,9,1,9,9,9,1,9,2,2,2,9,1,1,9,9,1,2,2,1,9,9,9,1,1,9,9,9,1,1,1,1,1,2,1,9,9
530,OXFORD SOUTH,Ontario,1867 - 1933,10,1904.11.03,2789,c7a0bee8-144b-4dce-b5cb-106741e513aa,"SCHELL, Malcolm S.",2565,0.5534,Liberal Party of Canada,"Exporter, farmer, lumber merchant",Protestant,0,1,,,,,,,,,,,,,1,2,9,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2,2,9,2,2,2,1,1,2,9,1,2,2,2,2,2,9,9,9,9,9,9,9,1,9,1,2,2,1,1,9,2,9,9,1,2,9,2,2,2,2,2,1,2,2,2,1,2,9,9,9,9,2,1,9,2,2,2,9,2,2,2,2,2,1,9,9,1,1,2,2,2,2,1,1,2,9,2,9,9,2,2,2,2,2,9,2,2,2,1,2,2,2
