Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H09S1V001,H09S1V002,H09S1V003,H09S1V004,H09S1V005,H09S1V006,H09S1V007,H09S1V008,H09S1V009,H09S1V010,H09S1V011,H09S1V012,H09S1V013,H09S1V014,H09S1V015,H09S1V016,H09S1V017,H09S1V018,H09S2V001,H09S2V002,H09S2V003,H09S2V004,H09S2V005,H09S2V006,H09S2V007,H09S2V008,H09S2V009,H09S2V010,H09S2V011,H09S2V012,H09S2V013,H09S2V014,H09S2V015,H09S2V016,H09S3V001,H09S3V002,H09S3V003,H09S3V004,H09S3V005,H09S3V006,H09S3V007,H09S3V008,H09S3V009,H09S3V010,H09S3V011,H09S3V012,H09S3V013,H09S3V014,H09S3V015,H09S3V016,H09S3V017,H09S3V018,H09S3V019,H09S3V020,H09S3V021,H09S3V022,H09S3V023,H09S3V024,H09S3V025,H09S3V026,H09S3V027,H09S3V028,H09S3V029,H09S3V030,H09S3V031,H09S3V032,H09S3V033,H09S3V034,H09S3V035,H09S3V036,H09S4V001,H09S4V002,H09S4V003,H09S4V004,H09S4V005,H09S4V006,H09S4V007,H09S4V008,H09S4V009,H09S4V010,H09S4V011,H09S4V012,H09S4V013,H09S4V014,H09S4V015,H09S4V016,H09S4V017,H09S4V018,H09S4V019,H09S4V020,H09S4V021,H09S4V022
336,KING'S,Prince Edward Island,1892 - 1966,9,1900.11.07,2508,b443ed18-8c97-4f61-a408-a844789acb40,"HUGHES, James Joseph",2210,0.5287,Liberal Party of Canada,"Exporter, merchant, passenger agent",Catholic,0,1,,,,,,,,,,,,,1,1,1,1,9,2,2,1,1,9,9,2,9,2,9,2,2,2,1,2,2,2,9,2,1,2,2,1,1,2,2,2,9,2,1,2,1,9,9,2,2,2,2,9,9,2,2,2,2,2,1,9,2,2,1,9,9,9,9,1,2,2,2,2,2,2,9,9,9,9,2,2,1,9,9,2,2,2,9,9,2,9,2,2,9,2,2,2,9,2,2,2
684,SHERBROOKE (TOWN OF),Quebec,,9,1900.11.07-1904.07.12,2516,b4c9b702-a03d-49c5-9ca4-0dc50fb58522,"MCINTOSH, John",1693,0.5046,Conservative (1867-1942),Farmer,Protestant,0,2,,,,,,,,,,Died in office: 1904.07.12,,,9,9,9,9,9,9,1,2,9,9,9,9,9,1,9,1,9,9,2,9,1,1,1,1,1,1,1,2,9,1,1,2,2,1,2,9,1,1,1,1,9,1,1,1,9,1,1,9,1,1,9,9,9,9,9,1,2,1,2,2,9,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99
301,HURON EAST,Ontario,1882 - 1914,9,1900.11.07,2522,b51f4134-46ce-4074-8ec8-9b889a8caa45,"MACDONALD, Peter",2002,0.5181,Liberal Party of Canada,Physician,Protestant,0,4,,,,,,,,,,,,,1,1,1,9,1,2,2,1,1,9,9,9,9,2,9,9,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,9,2,2,1,9,1,1,2,2,9,2,2,2,2,9,2,2,2,2,1,2,2,2,9,2,2,2,1,9,2,2,2,2,2,2,2,9,2,2,2,2,1,2,2,2,9,9,1,1,2,9,2,2,2,2,2,2,2,2,2,2
400,LISGAR,Manitoba,1871 - 1987,9,1902.02.18,2575,b9049d3a-a191-4613-80c9-db80fef87961,"STEWART, D.A.",3370,0.4573,Liberal Party of Canada,Farmer,Protestant,0,1,,,,,,,,,Scotland,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,9,2,9,2,2,2,2,2,2,2,2,9,1,2,2,9,1,2,2,2,1,1,2,2,2,2,2,2,2,9,9,9,2,9,1,2,2,2,2,2,1,1,2,2,2,9,2,2,2,2,2,2,2,9
147,CITY OF ST. JOHN,New Brunswick,1867 - 1914,9,1904.02.16,2612,bb362c1f-d28f-4dc6-82d8-7d44d4d02a62,"DANIEL, J.W.",3709,0.5188,Conservative (1867-1942),Physician,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,2,9,9,1,1,1,1,9,1,1,9,1,9,9,9,9,9,9,9,1
470,MUSKOKA AND PARRY SOUND,Ontario,1882 - 1903,9,1900.11.07,2622,bc2cfe2e-27df-442f-b9e3-245d440b27d5,"MCCORMICK, George",2637,0.5118,Liberal-Conservative,Lumberman,Catholic,0,2,,,,,,,,,,,,,9,1,1,9,9,9,1,2,9,2,9,9,9,9,9,9,2,9,2,9,9,9,1,9,1,9,9,9,9,1,9,9,2,9,9,9,9,1,9,9,1,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
446,MISSISQUOI,Quebec,1867 - 1924,9,1900.11.07,2627,bc715bcf-f296-45d0-9001-fc06cc2c7bd3,"MEIGS, Daniel Bishop",1864,0.5035,Liberal Party of Canada,"Farmer, lumberman",Protestant,0,3,,,,,,,,,,,,,1,1,1,1,1,2,2,1,9,2,2,2,9,2,9,9,9,2,9,2,9,2,2,2,1,2,2,1,9,2,2,2,9,9,1,9,1,1,2,2,2,9,2,2,9,2,2,2,9,2,9,9,2,9,9,2,2,2,1,1,9,2,2,2,2,2,9,9,9,2,2,2,1,2,2,2,2,2,9,9,2,9,2,2,9,9,9,9,9,9,9,9
806,WEST PRINCE,Prince Edward Island,1892 - 1903,9,1900.11.07,2644,bdf86dc2-c35a-4c20-9655-9d1da2612e66,"HACKETT, Edward",1854,0.5012,Liberal-Conservative,"Accountant, merchant",Catholic,0,4,,,,,,,,,,,,,2,1,1,1,9,2,1,2,2,2,1,1,9,9,2,1,2,1,2,1,1,1,9,1,2,1,1,2,9,1,1,9,1,1,9,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,9,1,1,1,1,1,1,9,9,1,1,2,1,1,9,1,1,1,1,1,1,1,1,9,9,9,9,9,9,1,1
369,LANARK NORTH,Ontario,1867 - 1914,9,1900.11.07,2698,c1944d45-5079-45ef-991f-e6c35b1f771c,"ROSAMOND, Bennett",1848,0.5009,Conservative (1867-1942),Woollens manufacturer,Protestant,0,3,,,,,,,,,,,,,2,1,1,9,9,2,1,2,9,9,9,9,9,1,9,1,9,1,1,1,9,1,1,1,2,1,2,9,9,1,9,2,1,1,9,1,2,1,9,1,1,9,1,1,1,9,9,1,9,1,9,9,9,1,9,1,2,1,2,9,9,9,1,1,1,1,9,9,9,9,9,9,9,1,1,1,1,9,9,9,1,9,1,1,9,1,2,2,9,1,1,9
783,VICTORIA NORTH,Ontario,1867 - 1903,9,1900.11.07,2700,c1b69015-0348-4ed6-8d8a-3de18e5d1742,"HUGHES, Samuel",1546,0.5218,Liberal-Conservative,"Editor, teacher",Protestant,0,3,,,,,,,,,,,,,2,1,1,9,1,2,1,2,2,2,9,9,2,1,2,9,9,1,9,9,9,1,1,1,9,9,9,2,9,1,9,9,9,9,2,1,2,1,9,9,1,9,1,1,1,1,9,1,1,9,9,9,9,1,9,1,1,1,2,9,1,1,1,1,9,9,1,9,1,1,1,1,2,9,9,1,1,1,1,9,1,9,1,1,2,1,9,9,9,1,1,9
654,ST. ANNE,Quebec,1892 - 1914,9,1900.11.07,2715,c2bdccdc-4bf7-488a-a812-d0156eae2e79,"GALLERY, Daniel",2670,0.5299,Liberal Party of Canada,Merchant,Catholic,0,1,,,,,,,,,Ireland,,,,9,1,1,1,1,9,2,1,9,9,9,9,2,9,2,9,2,2,9,9,2,2,9,2,9,9,9,1,2,9,9,9,9,2,9,9,1,9,9,2,9,9,9,9,2,2,9,9,9,2,1,2,9,9,9,2,2,2,1,9,2,2,2,2,2,2,2,9,9,9,2,9,1,9,9,2,2,9,9,9,2,9,2,2,2,9,9,2,2,9,9,2
396,LEVIS,Quebec,1867 - 1998,9,1900.11.07,2734,c4302a27-b680-443d-b139-41d4cc369d10,"DEMERS, L.J.",2455,0.601,Liberal Party of Canada,Merchant,Fr.Catholic,1,2,,,,,,,,,,,,,9,1,1,1,1,9,2,1,9,2,2,2,9,2,2,2,9,2,1,2,2,2,2,2,1,2,9,9,9,2,2,1,9,9,1,9,1,2,2,2,2,9,9,2,2,2,2,2,2,2,9,9,2,9,9,2,2,2,1,9,2,2,2,2,2,2,9,2,9,2,2,9,9,2,2,2,2,2,2,9,2,9,2,2,9,2,2,2,2,9,9,2
714,SUNBURY--QUEEN'S,New Brunswick,1892 - 1914,9,1900.11.07,2761,c63dd00f-8331-4a72-9650-25cda0ce07a6,"WILMOT, Robert D.",2143,0.5343,Conservative (1867-1942),Businessman,Protestant,0,3,,,,,,,,,England,,,,2,1,1,2,9,2,1,2,2,9,1,9,9,1,2,9,2,1,1,9,1,1,1,1,2,9,9,2,9,9,1,9,2,1,9,1,2,1,9,1,9,9,9,1,1,1,1,1,1,1,2,1,9,9,9,1,2,1,2,9,9,1,1,1,1,1,9,1,1,9,1,1,2,1,1,1,1,1,1,9,1,9,1,1,1,1,9,9,9,1,1,1
399,LINCOLN AND NIAGARA,Ontario,1882 - 1903,9,1900.11.07,2822,ca1d8584-67fd-45ae-8abf-9dbac268e505,"LANCASTER, Edward A.",3120,0.5114,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,England,,,,2,1,1,1,9,2,1,2,2,2,1,1,2,1,2,1,9,1,2,1,1,1,1,1,2,1,1,2,2,1,1,2,9,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1,9,9,1,1,1,2,2,1,1,1,1,1,1,1,1,1,9,1,1,2,9,9,1,1,1,1,9,9,1,1,1,9,1,1,2,9,1,1,1
171,TWO MOUNTAINS,Quebec,1867 - 1914,9,1900.11.07- and 1903.02.24,2826,ca78d9ab-0426-4d6c-8218-0df24a170a42,"ETHIER, J.A.C.",1455,0.5238,Liberal Party of Canada,"Crown prosecutor, lawyer",Fr.Catholic,1,2,,,,,,,,,,Election declared void: 1900.11.07,,,9,1,1,1,1,2,2,1,1,2,9,9,9,2,2,2,2,2,9,2,2,9,2,2,1,2,9,9,9,2,2,9,1,9,1,2,1,2,9,2,2,2,2,2,2,2,9,2,9,2,9,9,2,2,1,2,2,2,1,9,9,2,2,2,2,2,9,9,9,9,2,9,1,9,9,9,9,2,9,9,2,9,2,2,9,2,9,9,2,2,2,2
549,PETERBOROUGH WEST,Ontario,1867 - 1952,9,1900.11.07,2827,ca7c4a6e-291b-4873-8c2d-10152eff92b8,"KENDRY, James",1750,0.5557,Conservative (1867-1942),Woollens manufacturer,Protestant,0,2,,,,,,,,,,,,,2,1,1,1,9,9,1,2,9,9,9,1,9,9,9,9,2,1,2,1,1,9,1,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
340,KINGSTON,Ontario,1867 - 1924,9,1900.11.07-1901.09.23,2842,cbccde9c-8a99-4afe-a50b-99388a3a5d55,"BRITTON, Byron Moffatt",1879,0.5269,Liberal Party of Canada,"Lawyer, lecturer",Protestant,0,2,,,,,,,,,,Resignation.  Appointed Judge of the Court of King's Bench for Ontario: 1901.09.23,,,1,9,9,1,9,2,2,1,9,2,9,9,9,9,9,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
340,KINGSTON,Ontario,1867 - 1924,9,1902.01.15,2849,cc333c8d-32de-4dd8-af38-8ccdcd3c8e0e,"HARTY, William",2116,0.608,Liberal Party of Canada,Businessman,Catholic,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,1,9,2,2,2,9,9,2,2,2,9,9,9,9,9,9,9,9,9,2,2,2,1,9,9,2,2,2,2,2,9,9,9,9,2,9,1,9,9,2,9,9,9,9,2,9,9,9,9,9,2,2,2,9,9,9
313,JACQUES CARTIER,Quebec,1867 - 1952,9,1900.11.07,2908,d1344229-2345-4b79-acda-cb584ec7cc68,"MONK, Frederick D.",2682,0.5288,Conservative (1867-1942),"Lawyer, professor",Fr.Catholic,1,2,,,,,,,,,,,,,2,1,1,1,9,9,1,2,9,2,9,1,9,9,2,1,2,1,2,1,1,9,1,1,2,1,1,2,2,1,9,9,9,1,2,1,1,1,9,1,1,9,1,9,1,1,1,1,9,1,2,9,1,1,9,1,1,1,2,2,9,9,9,9,9,9,9,9,9,1,1,9,9,1,1,1,1,1,9,9,1,1,9,1,1,9,9,1,2,9,9,1
3,ADDINGTON,Ontario,1867 - 1903,9,1902.01.15,2937,d362a92a-fad9-4c50-9e81-f3ea4b40801f,"AVERY, Melzar",2505,0.5415,Conservative (1867-1942),Lumber merchant,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,1,1,1,1,2,1,9,2,9,9,1,9,9,9,2,9,2,1,9,1,1,9,1,1,9,1,9,1,1,9,9,9,1,1,2,1,1,1,2,9,9,9,9,9,9,9,1,1,1,1,1,9,2,1,1,1,1,1,9,1,1,9,1,1,9,1,1,9,9,9,9,1
721,TEMISCOUATA,Quebec,1867 - 1959,9,1900.11.07,2988,d68f3149-1746-4cee-8c31-9202fd5201eb,"GAUVREAU, Charles-Arthur",2212,0.5654,Liberal Party of Canada,"Author, notary",Fr.Catholic,1,2,,,,,,,,,,,,,9,1,1,1,1,2,2,1,9,9,2,2,9,2,9,9,9,2,1,2,2,2,2,2,9,2,9,9,9,2,2,1,1,2,1,9,9,9,2,2,2,9,9,2,2,2,2,2,2,2,1,2,2,9,9,2,2,2,1,9,2,2,2,2,2,2,2,2,9,2,2,2,1,2,2,2,2,9,2,2,2,2,2,2,9,9,2,2,2,9,9,2
425,MASKINONGE,Quebec,1867 - 1924,9,1903.03.03,2994,d7158e1a-e713-48f0-9cf9-4d92b6729107,"MAYRAND, H.",accl.,,Liberal Party of Canada,Farmer,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,1,2,2,2,9,2,9,2,2,2,2,2,9,9,9,2,2,2,9,2,2,2,1,1,2,9,9,9,9,9,2,2,9,2,2,2,1,2,2,2,2,2,9,9,2,9,2,9,9,2,9,9,9,9,9,9
776,VICTORIA,New Brunswick,1867 - 1914,9,1900.11.07,2995,d717f8af-0d8f-43cd-bb44-e256bf4dd418,"COSTIGAN, Hon. John",accl.,,Liberal Party of Canada,Judge,Catholic,0,9,,,,,,,,,,,,,9,1,1,1,9,2,2,1,1,9,9,9,9,9,9,9,2,9,1,9,2,2,9,2,9,2,2,9,9,2,2,9,1,2,1,9,1,1,2,2,2,2,9,2,9,2,9,9,9,2,1,2,2,9,9,2,2,2,1,9,9,2,2,2,2,2,9,9,9,9,2,2,1,9,9,2,2,9,9,2,2,2,2,2,9,2,2,2,2,2,2,2
61,BRANDON,Manitoba,1892 - 1952,9,1900.11.07,3028,d95b9bde-8a19-4c56-a4de-24c497fb7e53,"SIFTON, Hon. Clifford",5011,0.5358,Liberal Party of Canada,Lawyer,Protestant,0,2,,1,,,,,,,,,,,1,1,1,1,1,2,2,1,1,2,2,2,9,2,2,2,2,2,9,9,9,9,2,2,9,9,2,1,1,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,1,2,2,2,2,2,9,9,2,2,2,2,2,2,9,9,9,9,9,9
258,GUYSBOROUGH,Nova Scotia,1867 - 1914,9,1904.03.16,3033,d98b30ab-759a-4b5e-b3ba-420ce11b08d2,"SINCLAIR, J.H.",2004,0.5495,Liberal Party of Canada,"Editor, lawyer",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,2,2,9,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9
24,ASSINIBOIA EAST,Northwest Territories,1886 - 1905,9,1900.11.07,3068,dc6ece6e-a70f-44a4-9b2d-0c15d6600f23,"DOUGLAS, James M.",4081,0.5164,Liberal Party of Canada,"Farmer, minister, missionary",Protestant,0,2,,,,,,,,,Scotland,,,,9,9,9,1,9,9,2,1,9,9,9,9,9,2,2,9,9,9,9,9,2,2,2,2,9,9,2,1,9,2,2,9,2,2,9,9,9,1,9,2,2,2,2,2,9,2,2,2,2,9,9,9,2,2,9,2,2,2,1,1,2,9,9,9,9,9,2,9,2,2,2,2,1,2,2,2,2,2,9,1,9,9,2,9,2,9,9,9,9,2,9,2
614,RIMOUSKI,Quebec,1867 - 1980,9,1900.11.07,3069,dc93ce28-7200-41d3-b75e-b265ee98a9d4,"ROSS, J.A.",2794,0.5253,Liberal Party of Canada,"Coroner, physician",Fr.Catholic,1,2,,,,,,,,,,,,,9,1,1,1,9,9,2,1,9,9,9,2,2,2,2,2,9,2,2,9,9,2,2,2,1,2,9,9,1,9,2,1,9,9,1,9,9,9,9,2,2,9,9,2,2,2,2,2,2,2,9,2,2,9,9,2,2,2,1,9,9,2,2,2,2,2,9,2,9,2,2,9,9,2,2,2,2,2,9,2,2,9,2,2,9,9,9,9,9,9,9,2
737,TORONTO EAST,Ontario,1867 - 1933,9,1900.11.07,3080,dd99b0fc-3398-4c78-a44a-c8ff6a7e9f2e,"KEMP, Albert E.",4074,0.5822,Conservative (1867-1942),Businessman,Protestant,0,1,,,,,,,,,,,,,9,1,1,1,9,2,9,9,9,9,9,9,9,9,9,9,9,1,9,1,1,1,1,1,2,1,9,9,9,1,1,9,2,1,9,9,9,1,1,1,1,9,1,9,9,9,9,9,9,9,2,9,1,9,9,1,1,1,2,9,1,9,9,9,9,9,9,9,9,9,1,1,2,9,9,1,1,9,9,9,1,9,9,9,9,9,9,9,9,1,9,9
16,ANTIGONISH,Nova Scotia,1867 - 1914,9,1900.11.07,3095,df4ae425-8ef9-4dad-bd14-1308e389d7a7,"MCISAAC, Colin F.",1403,0.5524,Liberal Party of Canada,Lawyer,Catholic,0,3,,,,,,,,,,,,,1,1,1,1,1,2,2,1,1,2,2,2,2,9,2,2,2,2,1,9,2,2,2,2,1,2,9,1,1,2,9,9,9,9,1,2,1,2,9,2,2,9,9,2,2,2,2,2,2,2,1,2,2,9,1,2,2,2,1,9,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,9,9,2,2,2,2,2,9,2,9,2,2,2,2,2,2,2
551,PONTIAC,Quebec,1867 - 1947,9,1900.11.07,3104,e04a4ab4-fa00-4451-904e-6c261abd68c0,"MURRAY, Thomas",1798,0.5265,Liberal Party of Canada,"Contractor, merchant",Catholic,0,2,,,,,,,,,,,,,9,1,1,1,9,2,2,1,9,9,9,2,9,2,9,9,9,9,9,9,2,2,2,2,1,9,9,9,9,9,2,9,1,9,1,9,1,2,9,2,2,9,9,9,9,9,9,9,9,9,1,9,2,9,9,2,2,2,1,9,9,9,2,2,2,2,9,9,9,9,2,2,1,2,2,2,2,2,9,2,2,9,2,2,9,9,2,9,9,9,9,9
847,YORK WEST,Ontario,1867 - 1903,9,1900.11.07-1901.10.08,3122,e164011c-1bf8-49e9-94b9-26f199e7740b,"WALLACE, N. Clarke",5126,0.5435,Conservative (1867-1942),"Merchant, miller, teacher",Protestant,0,6,,,,,,,,,,Died in office: 1901.10.08,,,2,1,1,2,9,2,1,2,2,1,1,1,9,1,1,9,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
847,YORK WEST,Ontario,1867 - 1903,9,1902.01.15,3130,e239a78a-876d-4361-b039-6e5aa7450a12,"CAMPBELL, A.",4348,0.5065,Liberal Party of Canada,"Businessman, miller",Protestant,0,4,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,2,2,2,2,2,9,9,2,1,1,2,2,2,2,2,1,9,9,1,2,2,2,2,2,9,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,9,9,2,2,2,2,9,1,9,2,9,2,9,9,9,9,9,9,2,2,2
581,QUEBEC EAST,Quebec,1867 - 1966,9,1900.11.07,3137,e2f3ce71-bd81-4d34-8a08-56a140552231,"LAURIER, Sir Wilfrid",3598,0.8133,Liberal Party of Canada,Lawyer,Fr.Catholic,1,7,,1,,,,,,,,,,,1,1,1,1,1,2,2,1,1,2,9,2,2,2,2,2,2,9,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,9,2,9,9,2,9,9,2,2,9,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,2,9,2,2,2,2,2,2,2,2,2,2
515,ONTARIO WEST,Ontario,1882 - 1903,9,1900.11.07,3138,e2f63df0-f731-45fa-8a3c-1030a8f2d3b9,"GOULD, Isaac James",1740,0.5857,Liberal Party of Canada,"Banker, farmer",Protestant,0,2,,,,,,,,,,,,,1,9,9,9,1,2,2,1,9,2,2,2,9,2,2,2,9,2,1,2,2,2,9,9,1,2,9,1,9,2,2,9,9,2,1,9,1,1,2,2,2,2,9,9,2,2,2,2,2,2,1,9,2,9,9,2,2,2,1,1,9,2,2,2,2,2,2,9,9,9,2,2,1,2,2,2,2,2,9,1,2,9,9,2,9,2,9,9,9,2,9,2
287,HOCHELAGA,Quebec,1867 - 1978,9,1904.02.16,3142,e37a7a05-54df-4029-a05e-177a22183ab1,"RIVET, L.A.A.",4114,0.5188,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,9,1,2,2,2,2,2,9,9,2,9,2,2,9,9,9,2,2,2,2,2
456,MONTMAGNY,Quebec,1867 - 1933,9,1900.11.07-1903.08.31,3147,e401f5fb-9bde-43f1-a8ea-5d07bd982f84,"MARTINEAU, P.R.L.",1186,0.5493,Liberal Party of Canada,Prothonotary,Fr.Catholic,1,2,,,,,,,,,,Died in office:1903.08.31,,,9,1,1,1,1,9,2,1,1,9,9,2,9,2,2,2,2,2,9,2,2,2,9,2,9,9,9,9,9,2,2,2,1,2,1,9,9,2,2,2,9,2,9,9,9,2,2,2,9,9,9,9,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
252,GREY NORTH,Ontario,1867 - 1966,9,1900.11.07-1902.07.23 ,3172,e60c093e-cd0f-4b94-84ea-040e9f569908,"HORSEY, Edward H.",2834,0.5017,Liberal Party of Canada,Physician,Protestant,0,1,,,,,,,,,,Died in office: 1902.07.23 ,,,9,1,1,1,1,2,2,1,9,9,9,2,9,9,9,2,9,2,1,2,2,9,9,2,1,2,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
807,WEST QUEEN'S,Prince Edward Island,1892 - 1903,9,1900.11.07-1901.09.24,3181,e6a14792-e382-45c2-9443-cde3c9232da4,"DAVIES, Louis Henry",2528,0.585,Liberal Party of Canada,Counsel,Protestant,0,5,,1,,,,,,,,Resignation.  Appointed Puisne Judge of the Supreme Court of Canada: 1901.09.24,,,1,1,1,1,1,9,2,1,1,2,2,9,2,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
582,QUEBEC WEST,Quebec,1867 - 1933,9,1902.01.29,3183,e6e3b5b8-176b-4377-891f-834f803c3cd4,"POWER, William",accl.,,Liberal Party of Canada,Lumber merchant,Catholic,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,2,2,9,2,9,1,9,2,9,9,9,9,9,9,9,9,2,2,2,9,9,2,2,9,9,9,9,9,9,2,2,9,9,2,2,2,1,9,9,9,9,9,9,9,9,9,9,2,2,9,1,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
181,DORCHESTER,Quebec,1867 - 1966,9,1900.11.07,3209,e8c6dc55-a236-48dc-81d1-9bcc083c6722,"MORIN, J.B.",1691,0.5403,Conservative (1867-1942),Merchant,Fr.Catholic,1,2,,,,,,,,,,,,,2,1,1,9,1,2,1,2,2,2,9,1,9,1,2,9,2,1,2,1,1,1,1,1,2,1,9,2,2,1,1,2,1,1,2,1,1,1,9,1,9,1,1,1,1,1,1,1,9,1,2,2,1,1,9,1,2,1,2,2,1,1,1,1,1,1,9,1,1,1,1,1,2,9,9,1,1,1,1,1,1,9,1,1,1,1,1,2,2,1,1,1
685,SIMCOE EAST,Ontario,1882 - 1966,9,1900.11.07,3219,e94b8af3-fe69-477e-8184-ee47b287bc67,"BENNETT, W.H.",3486,0.5028,Conservative (1867-1942),Lawyer,Protestant,0,3,,,,,,,,,,,,,2,1,1,9,9,2,1,2,2,9,1,1,9,1,9,1,9,1,9,9,1,9,1,1,9,1,9,2,9,1,1,9,9,9,2,9,2,1,1,1,1,9,9,1,1,1,1,1,1,1,2,9,1,1,9,1,1,1,2,2,9,9,9,9,9,9,9,9,9,9,1,1,2,9,9,1,1,1,9,9,1,1,1,1,9,1,1,1,1,1,9,9
