Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H08S1V001,H08S1V002,H08S1V003,H08S2V001,H08S2V002,H08S2V003,H08S2V004,H08S3V001,H08S3V002,H08S3V003,H08S3V004,H08S3V005,H08S3V006,H08S3V007,H08S3V008,H08S3V009,H08S3V010,H08S3V011,H08S3V012,H08S3V013,H08S3V014,H08S3V015,H08S3V016,H08S3V017,H08S4V001,H08S4V002,H08S4V003,H08S4V004,H08S4V005,H08S4V006,H08S4V007,H08S4V008,H08S4V009,H08S4V010,H08S4V011,H08S4V012,H08S4V013,H08S4V014,H08S4V015,H08S4V016,H08S4V017,H08S4V018,H08S4V019,H08S4V020,H08S4V021,H08S4V022,H08S4V023,H08S4V024,H08S4V025,H08S5V001,H08S5V002,H08S5V003,H08S5V004,H08S5V005,H08S5V006,H08S5V007,H08S5V008,H08S5V009,H08S5V010,H08S5V011,H08S5V012,H08S5V013,H08S5V014,H08S5V015,H08S5V016,H08S5V017,H08S5V018,H08S5V019,H08S5V020,H08S5V021,H08S5V022,H08S5V023,H08S5V024,H08S5V025,H08S5V026,H08S5V027,H08S5V028,H08S5V029,H08S5V030,H08S5V031,H08S5V032,H08S5V033,H08S5V034,H08S5V035,H08S5V036,H08S5V037,H08S5V038
675,SELKIRK,Manitoba,1871 - 1976,8,1896.06.23,2712,c25b8297-814f-4258-ac31-fcc0987f22ae,"MACDONELL, John A.",1713,0.5001,Liberal Party of Canada,"Civil engineer, contractor",Protestant,0,1,,,,,,,,,,,,,2,2,2,2,9,9,9,2,1,9,1,9,9,2,2,9,1,9,9,2,9,1,9,9,9,9,9,9,9,1,9,2,1,1,1,1,9,9,9,9,2,9,9,9,9,9,9,9,9,9,2,9,9,2,2,9,2,2,9,9,9,9,9,9,9,9,2,9,9,9,2,9,9,9,2,9,1,1,9,9,9,1,2,9,9,9,9
396,LEVIS,Quebec,1867 - 1998,8,1899.03.22,2734,c4302a27-b680-443d-b139-41d4cc369d10,"DEMERS, L.J.",accl.,,Liberal Party of Canada,Merchant,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,9,1,1,9,9,2,9,9,1,1,9,9,2,1,2,9,2,2,2,9,9,9,9,2,2,1,2,9,9,9,2,9,2,2,1,2,9,9,9,2,2,9,9,9,2,2,2,2,2,2,1,1,2,2,1,9,9,2,2,2,9
74,BROCKVILLE,Ontario,1867 - 1914,8,1896.06.23-1899.03.14,2738,c48acb12-4d61-4011-8dca-4a7eaa29ee6d,"WOOD, Hon. John F.",1781,0.5121,Liberal-Conservative,Lawyer,Protestant,0,4,,,,,,,,,,Died in office: 1899.03.14,,,1,1,1,2,1,2,9,1,2,1,2,1,2,9,9,1,9,2,9,9,1,1,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
363,LAMBTON EAST,Ontario,1882 - 1933,8,1896.06.23,2740,c4a7cb73-1462-428c-aba1-164092991626,"FRASER, John",2144,0.3807,Liberal Party of Canada,Oilman,Protestant,0,1,,,,,,,,,Scotland,,,,2,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,1,2,9,1,9,9,9,9,2,1,9,9,9,9,9,2,1,2,2,2,2,2,2,2,1,2,2,2,1,9,2,2,2,2,9,2,2,9,9,9,9,9,9,2,2,1,9,9,2,2,2,9,2,1,1,2,2,1,1,1,2,2,2,1
401,LONDON,Ontario,1867 - 1966,8,1896.06.23,2804,c8f2be61-cd6f-43fb-a893-24d9d59c84f9,"BEATTIE, Thos.",2325,0.5044,Conservative (1867-1942),Businessman,Protestant,0,1,,,,,,,,,Ireland,,,,1,1,2,2,1,2,9,1,2,9,1,2,2,1,2,9,9,2,1,9,9,9,9,9,9,2,1,9,9,9,2,9,9,2,2,2,1,2,1,9,1,9,1,9,9,9,9,9,9,1,9,2,1,9,9,9,1,9,9,1,1,1,9,9,9,1,9,1,2,1,1,1,9,9,2,1,1,2,9,1,2,2,2,9,1,1,2
687,SIMCOE SOUTH,Ontario,1867 - 1924,8,1896.06.23-1900.06.22,2810,c972ebe5-f986-43a6-b56e-4a75ebc942e1,"TYRWHITT, Richard",2146,0.5698,Conservative (1867-1942),Farmer,Protestant,0,5,,,,,,,,,,Died in office : 1900.06.22,,,1,1,9,2,9,9,9,1,2,1,9,9,9,9,9,9,9,9,1,9,1,9,9,2,9,9,9,9,2,1,2,1,9,2,2,2,1,9,1,2,1,9,1,9,1,1,1,2,1,9,2,2,1,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99
171,TWO MOUNTAINS,Quebec,1867 - 1914,8,1896.06.23,2826,ca78d9ab-0426-4d6c-8218-0df24a170a42,"ETHIER, Joseph A.C.",1227,0.5035,Liberal Party of Canada,"Crown prosecutor, lawyer",Fr.Catholic,1,1,,,,,,,,,,,,,9,2,2,9,9,1,2,2,1,2,1,2,9,1,9,2,9,2,9,9,9,2,9,9,1,1,1,9,1,2,9,9,1,9,9,9,9,9,2,1,9,9,9,2,9,9,9,9,2,2,1,9,9,9,2,9,2,9,2,2,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,2,1,2,9,2,2,2,2,2,2,9,9
549,PETERBOROUGH WEST,Ontario,1867 - 1952,8,1896.06.23,2827,ca7c4a6e-291b-4873-8c2d-10152eff92b8,"KENDRY, James",1485,0.4537,Conservative (1867-1942),Woollens manufacturer,Protestant,0,1,,,,,,,,,,,,,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,2,2,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,1,9,9,9,9,9,9,9,9,1,9,9
580,QUEBEC-CENTRE,Quebec,1867 - 1914,8,1896.06.23-1898.01.13 ,2828,ca8db743-62a2-40bd-bf4a-5813f6694071,"LANGELIER, Frs.",1469,0.5609,Liberal Party of Canada,"Dean, lawyer, professor",Fr.Catholic,1,4,,,,,,,,,,Resignation. Appointed Puisne Judge of the Superior Court of Quebec: 1898.01.13 ,,,2,9,2,9,1,1,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
340,KINGSTON,Ontario,1867 - 1924,8,1896.06.23,2842,cbccde9c-8a99-4afe-a50b-99388a3a5d55,"BRITTON, B.M.",1671,0.5238,Liberal Party of Canada,"Lawyer, lecturer",Protestant,0,1,,,,,,,,,,,,,2,2,2,2,1,9,2,2,1,9,2,1,1,1,2,2,9,9,2,2,9,9,9,9,9,1,1,9,9,1,2,9,9,9,1,1,2,9,9,9,2,9,9,9,9,9,9,9,9,2,2,9,9,9,9,2,2,9,2,2,1,9,1,9,2,9,9,9,9,9,9,2,2,2,2,2,1,1,9,9,9,2,2,9,9,9,9
831,WRIGHT,Quebec,1892 - 1947,8,1896.06.23-1897.03.14,2903,d0492a27-b492-4870-a674-cf05948df593,"DEVLIN, C.R.",2975,0.5343,Liberal Party of Canada,Merchant,Catholic,0,2,,,,,,,,,,Resignation. Appointed Canadian Trade Commissioner in Ireland: 1897.03.14,,,2,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
313,JACQUES CARTIER,Quebec,1867 - 1952,8,1896.06.23,2908,d1344229-2345-4b79-acda-cb584ec7cc68,"MONCK, Frederick D.",2329,0.5124,Conservative (1867-1942),"Lawyer, professor",Fr.Catholic,1,1,,,,,,,,,,,,,1,1,9,1,1,2,9,1,2,1,1,2,2,9,1,1,9,9,9,2,9,1,1,9,1,9,2,2,9,9,9,1,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,9,9,9,9,1,1,1,9,9,9,1,1,1,2,9,9,1,9,9,9,9,1,2,9,1,2,9,9,9,9,9,9
304,HURON SOUTH,Ontario,1867 - 1933,8,1896.06.23,2909,d1418e9a-90bb-4f28-9e1c-f2f1a3969439,"MCMILLAN, John",1831,0.5454,Liberal Party of Canada,Farmer,Protestant,0,4,,,,,,,,,Scotland,,,,2,2,2,2,2,1,9,2,1,2,2,1,1,1,2,2,1,9,2,2,2,2,2,9,2,1,1,1,1,1,1,2,1,1,1,1,2,9,2,1,2,9,9,9,9,9,9,9,9,2,2,1,2,9,9,2,2,2,2,9,9,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,9,9
805,WENTWORTH SOUTH,Ontario,1867 - 1903,8,1896.06.23,2965,d56e6749-5c56-4720-8848-5cb71a4c8a64,"BAIN, Thomas",2673,0.5181,Liberal Party of Canada,Farmer,Protestant,0,7,,,,,,,,,Scotland,,,,2,2,2,2,1,1,1,2,1,9,2,1,1,1,2,2,1,9,2,2,2,2,9,9,2,1,1,1,1,1,2,2,9,2,1,1,9,1,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
721,TEMISCOUATA,Quebec,1867 - 1959,8,1897.11.06,2988,d68f3149-1746-4cee-8c31-9202fd5201eb,"GAUVREAU, C.A.",accl.,,Liberal Party of Canada,"Author, notary",Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,2,1,2,1,2,1,9,9,2,9,2,9,9,9,9,9,1,2,1,9,1,9,9,9,2,9,9,1,1,9,9,9,1,2,9,9,9,9,9,9,9,9,2,2,1,2,9,9,9,2,9,2,2,1,2,9,9,2,2,2,9,9,9,9,9,9,9,2,2,1,1,9,9,9,9,9,2,2,2,1
776,VICTORIA,New Brunswick,1867 - 1914,8,1896.06.23,2995,d717f8af-0d8f-43cd-bb44-e256bf4dd418,"COSTIGAN, Hon. John",1864,0.5858,Liberal-Conservative,Judge,Catholic,0,8,,,,,,,,,,,,,9,1,2,2,9,9,2,2,2,9,1,2,9,1,9,9,9,9,9,9,9,9,9,2,2,1,9,9,1,9,2,9,1,2,1,1,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,2,9,9,9,9,9,9,9,2,1,2,9,9,9,9,9,2,1,1,9,2,1,2,2,2,2,2,9
51,BONAVENTURE,Quebec,1867 - 1971,8,1897.03.17,2998,d76a3dc0-524f-4a49-95de-f444102c6def,"GUITE, J.F.",1908,0.631,Liberal Party of Canada,Merchant,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,9,1,1,2,2,1,2,1,2,1,9,9,2,9,1,9,9,2,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9
61,BRANDON,Manitoba,1892 - 1952,8,1896.11.27,3028,d95b9bde-8a19-4c56-a4de-24c497fb7e53,"SIFTON, Hon. Clifford",accl.,,Liberal Party of Canada,Lawyer,Protestant,0,1,,1,,,,,,,,,,,99,99,99,2,1,1,9,2,1,2,2,1,1,1,2,2,9,1,2,2,2,2,2,1,2,1,9,9,9,9,2,2,1,1,1,1,2,1,2,1,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,2,2,2,1
775,VICTORIA,Nova Scotia,1867 - 1903,8,1896.06.23,3062,dc2a006d-2f60-436b-ad71-0ba5adca86fb,"BETHUNE, John L.",1049,0.5447,Conservative (1867-1942),Physician,Protestant,0,1,,,,,,,,,,,,,1,1,2,2,9,9,9,2,1,9,9,1,9,9,9,9,9,9,9,9,2,1,9,9,1,1,9,1,1,1,9,2,9,2,1,1,2,9,9,9,2,9,9,9,9,9,9,9,9,2,2,1,2,2,2,2,9,9,9,9,1,2,2,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
24,ASSINIBOIA EAST,Northwest Territories,1886 - 1905,8,1896.06.23,3068,dc6ece6e-a70f-44a4-9b2d-0c15d6600f23,"DOUGLAS, James M.",3556,0.587,Liberal Party of Canada,"Farmer, minister, missionary",Protestant,0,1,,,,,,,,,Scotland,,,,2,2,2,2,2,1,9,2,1,2,2,1,9,2,2,2,2,2,2,2,2,9,9,9,2,1,1,1,1,1,1,9,9,1,1,1,9,9,9,9,2,9,2,9,9,9,9,9,9,2,2,1,2,1,1,2,9,9,2,9,2,9,2,9,2,2,9,9,9,9,9,2,9,9,9,9,1,1,9,9,9,9,9,9,9,9,1
614,RIMOUSKI,Quebec,1867 - 1980,8,1897.11.06,3069,dc93ce28-7200-41d3-b75e-b265ee98a9d4,"ROSS, J.A.",accl.,,Liberal Party of Canada,"Coroner, physician",Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,2,1,2,1,9,1,9,9,2,9,9,2,2,9,9,9,1,1,1,9,1,1,9,2,2,9,9,1,1,9,9,2,9,2,9,9,9,9,9,9,9,9,2,2,1,9,9,9,2,2,9,2,2,1,2,9,9,9,2,2,9,9,9,2,2,2,2,2,2,1,2,2,2,1,9,9,9,2,2,9
16,ANTIGONISH,Nova Scotia,1867 - 1914,8,1896.06.23,3095,df4ae425-8ef9-4dad-bd14-1308e389d7a7,"MCISAAC, Colin F.",1341,0.5228,Liberal Party of Canada,Lawyer,Catholic,0,2,,,,,,,,,,,,,2,2,2,2,1,1,2,2,1,2,1,2,1,1,9,2,9,2,2,2,2,2,2,9,2,1,1,1,1,2,2,2,1,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,2,2,1,2,2,2,9,9,2,2,2,1,2,2,2,9,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,9,9,2,2,2,1
12,ANNAPOLIS,Nova Scotia,1867 - 1914,8,1896.06.23,3109,e09431fe-965f-4661-8eff-485c64012c7f,"MILLS, John B.",2012,0.5257,Conservative (1867-1942),Lawyer,Protestant,0,3,,,,,,,,,,,,,1,1,1,1,1,2,9,1,2,1,9,2,2,2,9,1,9,2,1,9,1,1,1,2,9,2,2,2,2,9,9,9,9,2,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,1,2,2,9,9,9,9,1,1,1,9,1,1,1,9,9,9,9,9,9,9,1,1,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9
847,YORK WEST,Ontario,1867 - 1903,8,1896.06.23,3122,e164011c-1bf8-49e9-94b9-26f199e7740b,"WALLACE, Hon. N. Clarke",5018,0.7475,Conservative (1867-1942),"Merchant, miller, teacher",Protestant,0,5,,,,,,,,,,,,,1,1,9,2,1,2,1,1,2,1,1,2,2,9,1,1,2,2,1,1,1,9,1,2,2,2,9,2,2,1,2,9,2,2,9,9,1,2,1,2,1,1,1,9,1,1,1,2,1,1,9,2,1,9,1,9,1,2,1,9,9,9,1,1,9,9,9,1,2,9,9,1,1,1,2,1,2,2,9,1,2,1,1,1,1,1,9
326,KENT,Ontario,1867 - 1903,8,1896.06.23,3130,e239a78a-876d-4361-b039-6e5aa7450a12,"CAMPBELL, Archibald",3315,0.5121,Liberal Party of Canada,"Businessman, miller",Protestant,0,3,,,,,,,,,,,,,9,9,2,2,1,9,9,9,9,9,2,1,9,9,2,9,9,9,9,9,9,2,9,9,9,9,1,1,1,1,2,2,1,2,1,1,9,1,2,1,2,9,2,2,2,2,2,1,9,9,2,1,2,9,9,2,2,2,2,2,1,2,2,2,9,2,2,2,1,9,9,2,9,9,9,2,1,1,9,2,1,9,9,2,2,2,1
581,QUEBEC EAST,Quebec,1867 - 1966,8,1896.06.23-1896.07.10 and 1896.07.30,3137,e2f3ce71-bd81-4d34-8a08-56a140552231,"LAURIER, Hon. W.",3202,0.76,Liberal Party of Canada,Lawyer,Fr.Catholic,1,6,,1,,,,,,,,Resignation. Becomes Prime Minister: 1896.07.10,,,2,2,2,2,9,9,9,2,1,2,2,1,1,1,2,9,9,9,9,2,2,9,9,1,2,1,1,9,1,1,2,2,1,9,1,1,2,9,2,1,9,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1
515,ONTARIO WEST,Ontario,1882 - 1903,8,1900.01.18,3138,e2f63df0-f731-45fa-8a3c-1030a8f2d3b9,"GOULD, I.J.",accl.,,Liberal Party of Canada,"Banker, farmer",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,2,9,9,2,9,2,2,2,9,2,2,2,2,2,9,2,1,9,2,2,2,2,9,9,2,1,2,2,1,9,9,9,2,2,1
456,MONTMAGNY,Quebec,1867 - 1933,8,1898.12.14,3147,e401f5fb-9bde-43f1-a8ea-5d07bd982f84,"MARTINEAU, P.R.L.",1019,0.6757,Liberal Party of Canada,Prothonotary,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,9,9,9,9,9,2,1,9,9,9,9,9,9,1,2,9,2,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
807,WEST QUEEN'S,Prince Edward Island,1892 - 1903,8,1896.06.23-1896.07.12 and 1896.07.30,3181,e6a14792-e382-45c2-9443-cde3c9232da4,"DAVIES, Louis Henry",1985,0.5459,Liberal Party of Canada,Counsel,Protestant,0,4,,1,,,,,,,,Resignation. Appointed Minister of Marine and Fisheries: 1896.07.12,,,9,2,2,2,1,1,9,2,1,2,2,2,1,1,2,2,1,9,2,9,2,9,9,1,9,9,9,1,9,2,9,2,1,2,1,1,9,1,2,9,9,2,9,9,9,9,9,9,9,9,2,9,9,9,9,2,2,9,2,2,1,2,2,2,9,9,9,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1
51,BONAVENTURE,Quebec,1867 - 1971,8,1896.06.23-1897.02.08,3196,e7d36f57-e8af-4ca1-9e56-b8eddcf56f95,"FAUVEL, W. LeB.",1644,0.5526,Liberal Party of Canada,"Merchant, shipowner",Fr.Catholic,1,2,,,,,,,,,,Died in office:  1897.02.08,,,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
181,DORCHESTER,Quebec,1867 - 1966,8,1896.06.23,3209,e8c6dc55-a236-48dc-81d1-9bcc083c6722,"MORIN, J.B.",1480,0.5627,Conservative (1867-1942),Merchant,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,2,9,9,1,1,2,1,1,2,2,9,9,1,9,2,1,2,1,1,1,2,1,2,2,2,2,1,2,9,2,2,2,2,9,9,1,2,1,1,9,9,9,1,1,2,1,9,1,2,1,2,2,1,1,1,1,1,9,1,9,1,1,1,1,1,2,1,9,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2
45,BERTHIER,Quebec,1867 - 1924,8,1896.06.23-1899.12.01,3212,e8f303e7-ab18-493f-aed9-96d90c1b0b6f,"BEAUSOLEIL, C.",accl.,,Liberal Party of Canada,"Journalist, lawyer, newspaper editor",Fr.Catholic,1,3,,,,,,,,,,Resignation. Appointed Postmaster of Montreal: 1899.12.01,,,2,2,2,9,9,9,2,2,1,9,9,9,1,9,9,2,9,2,9,2,2,9,9,1,1,1,9,1,9,2,9,2,9,9,1,1,9,9,2,1,9,9,2,2,2,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
685,SIMCOE EAST,Ontario,1882 - 1966,8,1896.06.23- and 1897.02.04,3219,e94b8af3-fe69-477e-8184-ee47b287bc67,"BENNETT, William H.",2775,0.4262,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,Election declared void: 1896.06.23,,,9,1,1,9,1,2,9,1,2,1,2,2,2,2,1,1,9,2,1,9,1,1,9,9,2,2,9,2,9,9,9,9,2,9,2,2,1,9,9,2,1,9,9,9,9,9,9,9,9,1,2,2,1,9,9,1,9,1,9,1,1,1,1,9,9,9,1,1,2,1,1,1,1,1,9,1,1,2,1,1,2,9,9,9,1,9,9
26,ASSINIBOIA WEST,Northwest Territories,1886 - 1905,8,1896.06.23,3220,e962179e-ccee-48aa-90ae-36ec7f5874b0,"DAVIN, Nicholas Flood",1502,0.5,Conservative (1867-1942),"Author, barrister, correspondent, journalist, lawyer, reporter",Protestant,0,3,,,,,,,,,Ireland,,,,1,1,1,1,1,2,9,1,2,9,9,1,9,2,1,1,2,2,1,1,1,1,1,2,9,2,2,9,9,9,9,9,9,1,2,2,9,9,1,2,9,1,1,1,1,1,1,2,1,1,9,9,1,9,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,9,9,9,9,9,9,9,9,9,1,2,9,9,1,1,1,2
409,LUNENBURG,Nova Scotia,1867 - 1924,8,1896.06.23,3243,eb44ee89-ba9a-4c19-8685-b02feeadba1e,"KAULBACH, Chs. E.",2403,0.509,Conservative (1867-1942),"Businessman, shipowner",Protestant,0,4,,,,,,,,,,,,,1,1,9,2,1,2,2,1,2,1,9,9,9,2,1,1,9,9,1,9,1,1,9,9,9,2,9,9,9,1,9,1,2,9,2,2,1,9,9,2,9,9,9,9,9,9,9,9,9,1,2,2,1,9,9,2,1,1,1,1,9,9,1,9,1,9,9,9,9,1,1,1,1,1,2,1,2,2,1,9,9,2,9,2,1,1,2
766,VAUDREUIL,Quebec,1867 - 1914,8,1896.06.23,3264,ec781da4-f0ba-4937-a2dd-67336c5bf75f,"HARWOOD, H.S.",1296,0.618,Liberal Party of Canada,"Farmer, land surveyor",Catholic,0,2,,,,,,,,,,,,,2,2,2,9,9,1,2,2,1,2,9,2,1,9,9,2,9,9,2,9,2,2,9,9,2,1,9,9,9,9,9,9,9,9,1,1,9,9,2,1,9,9,2,2,2,9,9,9,9,9,9,1,9,2,2,2,2,9,2,9,1,2,9,9,9,2,9,9,9,9,2,2,9,9,2,2,1,9,9,2,1,2,2,2,2,2,1
364,LAMBTON WEST,Ontario,1882 - 1966,8,1898.12.14,3266,ecf755b5-8887-4644-91b8-8a50dbb9e857,"JOHNSTON, T.G.",2365,0.6334,Liberal Party of Canada,Physician,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,1,1,1,9,9,2,1,1,1,1,2,1,9,1,2,9,9,2,2,2,2,1,2,2,2,1,2,2,2,9,2,2,2,9,1,2,2,2,2,9,9,9,9,9,9,9,9,9,2,2,1,1,9,2,1,1,1,2,2,2,1
66,BRANT SOUTH,Ontario,1867 - 1903,8,1897.02.04,3283,ede11a44-bdbe-4b6e-8dbf-0d27f94556e9,"HEYD, C.B.",2787,0.5367,Liberal Party of Canada,Grocer,Protestant,0,1,,,,,,,,,United States,,,,99,99,99,2,9,9,9,2,1,2,2,2,1,1,2,2,9,9,2,9,2,2,9,9,9,9,1,9,1,1,9,2,9,2,1,1,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,1,9,2,2,2,2,9,2,2,1,9,9,2,9,2,9,9,9,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9
152,COLCHESTER,Nova Scotia,1867 - 1933,8,1896.06.23,3288,ee1e4075-6ea9-47b6-8a5e-e580b5c082ac,"DIMOCK, W.D.",2483,0.5185,Conservative (1867-1942),"Editor, principal, teacher",Protestant,0,1,,,,,,,,,,,,,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
836,YAMASKA,Quebec,1867 - 1933,8,1896.06.23,3333,f1afb264-0b74-4fc1-aee4-9e23c4eec7af,"MIGNAULT, Roch. M.S.",1342,0.5034,Liberal Party of Canada,Physician,Fr.Catholic,1,2,,,,,,,,,,,,,2,2,2,9,1,1,2,2,1,2,1,2,1,9,2,2,1,2,2,2,2,2,2,1,1,1,9,1,1,9,9,2,1,1,1,1,9,9,2,1,2,2,2,2,2,9,9,9,9,2,2,1,2,9,9,2,2,9,2,2,1,2,9,9,9,2,2,9,9,9,2,2,2,2,2,2,1,1,9,2,1,2,2,2,2,2,1
635,ST. HYACINTHE,Quebec,1867 - 1914,8,1896.06.23-1900.06.22 and 1900.07.04,3336,f1f20634-f78a-4eb4-9aa5-af14bdaf72bc,"BERNIER, M.E.",accl.,,Liberal Party of Canada,"Businessman, notary",Fr.Catholic,1,4,,1,,,,,,,,Resignation. Appointed Controller of Inland Revenue: 1900.06.22,,,2,2,2,9,9,9,9,2,1,2,1,2,1,9,9,2,9,9,2,9,2,2,9,1,1,1,9,9,9,2,9,9,9,9,1,1,9,9,2,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,2,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,99,99,9,9,9,9,9,9,2,2,2,1
796,WELLINGTON NORTH,Ontario,1867 - 1952,8,1896.06.23,3358,f40687b3-9df6-4196-9f54-4a1a9d2df789,"MCMULLEN, James",2712,0.5154,Liberal Party of Canada,Merchant,Protestant,0,4,,,,,,,,,Ireland,,,,2,2,2,2,1,9,1,2,1,2,2,1,1,9,9,9,9,9,2,2,2,2,2,1,2,1,9,1,1,1,2,2,1,2,1,1,9,1,2,9,2,1,9,9,9,2,2,1,2,2,2,1,2,9,9,9,2,9,2,9,9,9,2,2,2,2,2,2,1,2,2,2,9,9,9,9,2,2,9,9,9,1,1,2,2,2,1
